City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,19078,195,16641,2020-10-29
TULSA,14531,142,13124,2020-10-29
NORMAN,4396,56,3891,2020-10-29
BROKEN ARROW,4234,44,3726,2020-10-29
EDMOND,4189,26,3504,2020-10-29
OTHER***,2620,18,2304,2020-10-29
STILLWATER,2292,8,2181,2020-10-29
ENID,2262,28,1958,2020-10-29
YUKON,1992,8,1668,2020-10-29
LAWTON,1614,14,1337,2020-10-29
MOORE,1510,16,1294,2020-10-29
CLAREMORE,1439,49,1225,2020-10-29
GUYMON,1437,10,1355,2020-10-29
SHAWNEE,1357,13,1056,2020-10-29
OWASSO,1212,3,1078,2020-10-29
MUSKOGEE,1112,21,900,2020-10-29
BARTLESVILLE,1099,38,973,2020-10-29
TAHLEQUAH,1037,4,896,2020-10-29
ALTUS,1000,13,895,2020-10-29
JENKS,980,7,904,2020-10-29
DURANT,960,8,803,2020-10-29
MCALESTER,960,19,829,2020-10-29
BIXBY,921,5,805,2020-10-29
EL RENO,903,8,570,2020-10-29
FORT SUPPLY,892,2,885,2020-10-29
CHICKASHA,803,10,720,2020-10-29
MIAMI,761,10,671,2020-10-29
TAFT,749,2,734,2020-10-29
SAPULPA,731,14,634,2020-10-29
ARDMORE,718,8,585,2020-10-29
ADA,688,1,503,2020-10-29
MUSTANG,669,4,571,2020-10-29
PONCA CITY,669,13,606,2020-10-29
SAND SPRINGS,663,7,596,2020-10-29
BROKEN BOW,641,24,555,2020-10-29
LEXINGTON,569,5,449,2020-10-29
CHOCTAW,567,5,492,2020-10-29
BETHANY,560,6,489,2020-10-29
BLANCHARD,553,2,470,2020-10-29
CLINTON,546,1,491,2020-10-29
STILWELL,546,9,415,2020-10-29
VINITA,540,2,495,2020-10-29
IDABEL,519,9,463,2020-10-29
DUNCAN,519,4,385,2020-10-29
GLENPOOL,516,5,450,2020-10-29
SALLISAW,507,4,413,2020-10-29
HOMINY,500,2,491,2020-10-29
OKMULGEE,495,6,396,2020-10-29
GUTHRIE,492,0,409,2020-10-29
GROVE,486,19,409,2020-10-29
ELK CITY,484,6,412,2020-10-29
POTEAU,468,5,417,2020-10-29
COLLINSVILLE,462,2,415,2020-10-29
WEATHERFORD,460,5,418,2020-10-29
SEMINOLE,444,4,358,2020-10-29
ANADARKO,439,9,391,2020-10-29
SKIATOOK,432,8,392,2020-10-29
COWETA,426,14,372,2020-10-29
MCLOUD,411,1,378,2020-10-29
SAYRE,397,5,285,2020-10-29
PURCELL,385,4,328,2020-10-29
NEWCASTLE,380,4,315,2020-10-29
ATOKA,379,0,313,2020-10-29
HENRYETTA,378,6,298,2020-10-29
TUTTLE,341,5,284,2020-10-29
WAGONER,327,6,281,2020-10-29
PRYOR CREEK,325,7,270,2020-10-29
TECUMSEH,323,0,266,2020-10-29
JAY,306,2,259,2020-10-29
HUGO,305,2,264,2020-10-29
NOBLE,302,3,254,2020-10-29
WOODWARD,299,2,231,2020-10-29
MULDROW,297,3,253,2020-10-29
CUSHING,292,2,249,2020-10-29
BOLEY,283,4,47,2020-10-29
HOLDENVILLE,282,4,239,2020-10-29
PIEDMONT,273,3,243,2020-10-29
HEAVENER,273,7,243,2020-10-29
CHECOTAH,250,4,212,2020-10-29
PAULS VALLEY,250,2,205,2020-10-29
HARRAH,246,2,216,2020-10-29
SPIRO,245,1,222,2020-10-29
BRISTOW,235,9,214,2020-10-29
EUFAULA,235,6,194,2020-10-29
WEWOKA,234,1,200,2020-10-29
