City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,12359,151,10909,2020-09-13
TULSA,10256,102,9099,2020-09-13
BROKEN ARROW,2784,30,2420,2020-09-13
NORMAN,2654,35,1948,2020-09-13
EDMOND,2162,21,1846,2020-09-13
OTHER***,1667,12,1378,2020-09-13
STILLWATER,1462,3,1019,2020-09-13
ENID,1238,17,935,2020-09-13
GUYMON,1038,8,945,2020-09-13
CLAREMORE,943,43,758,2020-09-13
YUKON,872,6,784,2020-09-13
MOORE,852,13,746,2020-09-13
LAWTON,825,11,728,2020-09-13
BARTLESVILLE,758,37,639,2020-09-13
TAFT,744,2,673,2020-09-13
JENKS,723,2,662,2020-09-13
OWASSO,721,2,612,2020-09-13
TAHLEQUAH,640,3,482,2020-09-13
ALTUS,589,9,524,2020-09-13
MUSKOGEE,574,12,436,2020-09-13
BIXBY,573,4,497,2020-09-13
SHAWNEE,561,8,444,2020-09-13
MCALESTER,505,17,421,2020-09-13
BROKEN BOW,474,22,386,2020-09-13
DURANT,461,1,378,2020-09-13
SAPULPA,428,10,359,2020-09-13
MIAMI,410,3,306,2020-09-13
SAND SPRINGS,396,4,326,2020-09-13
ARDMORE,392,6,339,2020-09-13
IDABEL,378,5,329,2020-09-13
LEXINGTON,360,4,315,2020-09-13
CHICKASHA,357,4,253,2020-09-13
GLENPOOL,348,4,306,2020-09-13
STILWELL,347,8,254,2020-09-13
BETHANY,346,4,296,2020-09-13
EL RENO,334,4,266,2020-09-13
PONCA CITY,329,10,247,2020-09-13
MCLOUD,297,1,270,2020-09-13
COWETA,293,13,257,2020-09-13
ANADARKO,290,5,246,2020-09-13
MUSTANG,287,2,255,2020-09-13
OKMULGEE,286,3,230,2020-09-13
SKIATOOK,280,8,243,2020-09-13
COLLINSVILLE,279,1,242,2020-09-13
CHOCTAW,263,3,214,2020-09-13
GROVE,261,17,211,2020-09-13
SALLISAW,260,2,207,2020-09-13
PURCELL,246,3,211,2020-09-13
ADA,235,1,195,2020-09-13
BLANCHARD,231,1,188,2020-09-13
CLINTON,219,0,196,2020-09-13
HENRYETTA,215,2,189,2020-09-13
DUNCAN,213,3,159,2020-09-13
WAGONER,207,5,177,2020-09-13
HUGO,205,2,181,2020-09-13
ATOKA,204,0,124,2020-09-13
POTEAU,194,2,158,2020-09-13
HEAVENER,188,6,162,2020-09-13
HOMINY,186,2,170,2020-09-13
NOBLE,183,2,145,2020-09-13
CUSHING,180,2,154,2020-09-13
HOLDENVILLE,179,3,148,2020-09-13
GUTHRIE,175,0,148,2020-09-13
MULDROW,171,3,142,2020-09-13
MIDWEST CITY,162,4,121,2020-09-13
SEMINOLE,162,3,127,2020-09-13
TUTTLE,161,2,138,2020-09-13
NEWCASTLE,161,3,134,2020-09-13
BRISTOW,156,6,132,2020-09-13
WARR ACRES,153,0,139,2020-09-13
WEWOKA,153,1,131,2020-09-13
PRYOR CREEK,146,4,129,2020-09-13
VINITA,143,1,91,2020-09-13
SPIRO,139,1,120,2020-09-13
EUFAULA,139,2,112,2020-09-13
HENNESSEY,139,2,126,2020-09-13
WEATHERFORD,131,0,104,2020-09-13
PAULS VALLEY,130,1,115,2020-09-13
STIGLER,130,3,100,2020-09-13
HINTON,127,0,123,2020-09-13
JAY,126,1,115,2020-09-13
CHECOTAH,126,2,109,2020-09-13
CLEVELAND,125,3,113,2020-09-13
TECUMSEH,123,0,86,2020-09-13
VIAN,121,3,93,2020-09-13
PIEDMONT,115,1,100,2020-09-13
CATOOSA,112,0,98,2020-09-13
KINGFISHER,109,0,89,2020-09-13
SPENCER,108,1,95,2020-09-13
CHANDLER,107,8,87,2020-09-13
ELK CITY,107,1,77,2020-09-13
LOCUST GROVE,105,0,85,2020-09-13
HOOKER,105,0,100,2020-09-13
AFTON,103,0,94,2020-09-13
MADILL,99,1,89,2020-09-13
WOODWARD,98,0,71,2020-09-13
DEL CITY,96,0,80,2020-09-13
SPERRY,96,2,79,2020-09-13
FORT GIBSON,94,4,73,2020-09-13
HARRAH,93,0,77,2020-09-13
MOUNDS,92,3,80,2020-09-13
INOLA,91,3,68,2020-09-13
CALERA,90,1,76,2020-09-13
NICHOLS HILLS,88,0,68,2020-09-13
MANNFORD,87,3,67,2020-09-13
MARIETTA,86,0,71,2020-09-13
WESTVILLE,85,2,77,2020-09-13
HASKELL,85,1,74,2020-09-13
CHELSEA,85,0,74,2020-09-13
MANGUM,85,8,72,2020-09-13
SALINA,81,1,64,2020-09-13
WRIGHT CITY,80,0,61,2020-09-13
ROLAND,80,0,71,2020-09-13
DEWEY,79,1,75,2020-09-13
NOWATA,78,2,63,2020-09-13
TALIHINA,77,3,66,2020-09-13
CHOUTEAU,77,5,59,2020-09-13
LINDSAY,74,2,63,2020-09-13
JONES,74,2,56,2020-09-13
VALLIANT,73,1,56,2020-09-13
PERKINS,71,1,57,2020-09-13
WYANDOTTE,71,1,60,2020-09-13
COMMERCE,70,0,59,2020-09-13
TEXHOMA,69,0,60,2020-09-13
HULBERT,68,2,48,2020-09-13
POCOLA,66,3,56,2020-09-13
MORRIS,66,0,58,2020-09-13
PRAGUE,65,0,59,2020-09-13
SULPHUR,64,1,55,2020-09-13
OKEMAH,64,2,46,2020-09-13
WASHINGTON,63,0,51,2020-09-13
TISHOMINGO,63,2,47,2020-09-13
PAWNEE,63,0,60,2020-09-13
ANTLERS,61,1,56,2020-09-13
COLCORD,61,1,52,2020-09-13
BEGGS,60,0,50,2020-09-13
FREDERICK,59,1,54,2020-09-13
WILBURTON,58,1,53,2020-09-13
SAYRE,57,0,42,2020-09-13
KELLYVILLE,57,2,53,2020-09-13
WISTER,57,0,42,2020-09-13
HAWORTH,57,2,47,2020-09-13
OOLOGAH,56,0,51,2020-09-13
HARTSHORNE,55,0,53,2020-09-13
COMANCHE,55,1,36,2020-09-13
GOODWELL,54,0,39,2020-09-13
STROUD,53,0,46,2020-09-13
PERRY,53,0,42,2020-09-13
KANSAS,52,2,38,2020-09-13
GORE,52,1,27,2020-09-13
BINGER,48,9,37,2020-09-13
WATONGA,47,0,36,2020-09-13
KINGSTON,46,0,40,2020-09-13
WALTERS,46,0,21,2020-09-13
PAWHUSKA,46,0,42,2020-09-13
