Zip,Cases,Deaths,Recovered,ReportDate
73942,833,6,816,2020-07-13
74136,472,12,412,2020-07-13
74037,461,0,425,2020-07-13
74012,392,9,262,2020-07-13
74133,356,4,261,2020-07-13
73160,317,10,257,2020-07-13
73119,299,8,206,2020-07-13
73072,295,12,231,2020-07-13
73013,292,8,212,2020-07-13
74728,287,8,217,2020-07-13
73107,279,2,198,2020-07-13
74006,275,29,231,2020-07-13
73099,274,1,191,2020-07-13
74137,250,5,190,2020-07-13
73112,237,8,177,2020-07-13
73012,236,0,184,2020-07-13
74074,235,1,214,2020-07-13
73159,234,2,173,2020-07-13
74146,231,1,183,2020-07-13
73120,219,7,165,2020-07-13
73109,215,2,139,2020-07-13
73071,212,5,172,2020-07-13
74014,206,3,149,2020-07-13
74110,203,2,150,2020-07-13
74745,201,2,149,2020-07-13
73129,198,1,132,2020-07-13
Other***,197,6,135,2020-07-13
73170,197,8,148,2020-07-13
74115,191,2,151,2020-07-13
73501,189,2,174,2020-07-13
74055,180,1,131,2020-07-13
73127,178,0,118,2020-07-13
73034,170,1,126,2020-07-13
74129,166,1,117,2020-07-13
74105,166,4,118,2020-07-13
74033,161,0,139,2020-07-13
73108,158,0,95,2020-07-13
74135,158,7,126,2020-07-13
74075,155,0,132,2020-07-13
74011,154,3,118,2020-07-13
74008,152,0,110,2020-07-13
73401,150,1,108,2020-07-13
73132,145,1,104,2020-07-13
74145,145,0,107,2020-07-13
74134,142,1,98,2020-07-13
74128,141,2,104,2020-07-13
73069,139,5,110,2020-07-13
73505,138,4,97,2020-07-13
73018,138,4,77,2020-07-13
73008,124,1,81,2020-07-13
74106,123,2,100,2020-07-13
74344,122,15,88,2020-07-13
73139,121,5,90,2020-07-13
74070,121,7,103,2020-07-13
73110,116,1,75,2020-07-13
74132,115,0,103,2020-07-13
73080,115,3,104,2020-07-13
73162,114,2,93,2020-07-13
74743,110,1,98,2020-07-13
74112,109,4,79,2020-07-13
74403,106,9,56,2020-07-13
74701,105,0,62,2020-07-13
74429,105,13,85,2020-07-13
73122,104,2,73,2020-07-13
74017,104,3,60,2020-07-13
73945,104,0,103,2020-07-13
73142,103,5,82,2020-07-13
73114,101,0,72,2020-07-13
74063,97,2,79,2020-07-13
74066,97,3,73,2020-07-13
73135,96,2,63,2020-07-13
74107,95,4,72,2020-07-13
74354,94,2,65,2020-07-13
74019,93,3,66,2020-07-13
74021,93,1,68,2020-07-13
74003,92,8,77,2020-07-13
73106,91,0,64,2020-07-13
73064,90,1,58,2020-07-13
73047,89,0,87,2020-07-13
74464,88,1,68,2020-07-13
73036,85,1,57,2020-07-13
73169,85,1,78,2020-07-13
73115,82,2,53,2020-07-13
73130,80,2,53,2020-07-13
73003,79,1,63,2020-07-13
74127,79,1,56,2020-07-13
73118,77,2,67,2020-07-13
74104,77,1,44,2020-07-13
73116,76,0,66,2020-07-13
73503,76,1,72,2020-07-13
74114,73,3,44,2020-07-13
73020,72,1,52,2020-07-13
74960,72,4,60,2020-07-13
73010,69,0,59,2020-07-13
74116,68,0,51,2020-07-13
73554,67,7,57,2020-07-13
74467,67,4,56,2020-07-13
73111,67,2,47,2020-07-13
74601,63,2,55,2020-07-13
74801,63,0,48,2020-07-13
74447,57,0,38,2020-07-13
74126,57,0,47,2020-07-13
73044,56,0,35,2020-07-13
73533,56,0,46,2020-07-13
73701,55,2,45,2020-07-13
73075,55,1,44,2020-07-13
73025,55,0,40,2020-07-13
74820,54,0,39,2020-07-13
73507,54,2,41,2020-07-13
74108,53,0,32,2020-07-13
74604,53,4,40,2020-07-13
73089,50,1,38,2020-07-13
74437,50,0,12,2020-07-13
74346,50,0,36,2020-07-13
73179,49,0,35,2020-07-13
73521,49,3,36,2020-07-13
73134,49,1,36,2020-07-13
74501,49,3,40,2020-07-13
73096,46,0,42,2020-07-13
73068,46,1,36,2020-07-13
74426,46,1,29,2020-07-13
73703,45,0,30,2020-07-13
73065,44,1,30,2020-07-13
74804,44,3,33,2020-07-13
73009,41,8,32,2020-07-13
74020,41,3,33,2020-07-13
74401,40,2,25,2020-07-13
74965,39,0,37,2020-07-13
73026,38,1,31,2020-07-13
74361,37,1,26,2020-07-13
73084,37,1,23,2020-07-13
73005,37,1,29,2020-07-13
73052,37,1,23,2020-07-13
74023,36,1,24,2020-07-13
74432,36,0,25,2020-07-13
73078,36,0,27,2020-07-13
74766,35,0,31,2020-07-13
74029,35,1,33,2020-07-13
73103,34,0,30,2020-07-13
