City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,4729,68,3522,2020-07-17
TULSA,4157,61,3298,2020-07-17
EDMOND,939,10,740,2020-07-17
BROKEN ARROW,887,17,661,2020-07-17
GUYMON,838,7,827,2020-07-17
NORMAN,837,23,655,2020-07-17
JENKS,466,0,433,2020-07-17
LAWTON,456,8,366,2020-07-17
STILLWATER,423,1,398,2020-07-17
OTHER***,406,4,312,2020-07-17
BARTLESVILLE,395,37,339,2020-07-17
MOORE,386,9,299,2020-07-17
YUKON,344,1,257,2020-07-17
BROKEN BOW,302,10,244,2020-07-17
CLAREMORE,237,7,164,2020-07-17
IDABEL,216,2,165,2020-07-17
OWASSO,208,2,158,2020-07-17
BIXBY,180,2,144,2020-07-17
MUSKOGEE,176,11,107,2020-07-17
GLENPOOL,176,0,153,2020-07-17
ARDMORE,175,1,141,2020-07-17
CHICKASHA,165,4,118,2020-07-17
ALTUS,159,3,51,2020-07-17
BETHANY,147,1,114,2020-07-17
ENID,136,2,101,2020-07-17
SKIATOOK,135,7,112,2020-07-17
DURANT,134,0,85,2020-07-17
SHAWNEE,133,5,91,2020-07-17
GROVE,132,16,100,2020-07-17
PONCA CITY,127,7,101,2020-07-17
MIAMI,127,2,87,2020-07-17
PURCELL,124,3,111,2020-07-17
SAPULPA,119,3,94,2020-07-17
COWETA,118,13,92,2020-07-17
HUGO,115,1,103,2020-07-17
SAND SPRINGS,113,2,90,2020-07-17
COLLINSVILLE,105,1,82,2020-07-17
TAHLEQUAH,103,1,87,2020-07-17
MUSTANG,101,1,79,2020-07-17
EL RENO,99,1,68,2020-07-17
HOOKER,91,0,91,2020-07-17
HINTON,90,0,89,2020-07-17
STILWELL,89,4,66,2020-07-17
BLANCHARD,86,0,68,2020-07-17
CHOCTAW,84,2,65,2020-07-17
OKMULGEE,78,0,46,2020-07-17
WAGONER,74,4,61,2020-07-17
ADA,73,0,50,2020-07-17
GUTHRIE,69,0,44,2020-07-17
DUNCAN,68,0,55,2020-07-17
MANGUM,68,7,57,2020-07-17
MIDWEST CITY,68,2,51,2020-07-17
JAY,66,0,49,2020-07-17
PAULS VALLEY,66,1,54,2020-07-17
NEWCASTLE,62,1,41,2020-07-17
HENRYETTA,62,0,27,2020-07-17
TUTTLE,61,1,49,2020-07-17
MCALESTER,55,3,43,2020-07-17
CHECOTAH,54,1,42,2020-07-17
