Zip,Cases,Deaths,Recovered,ReportDate
74012,1637,20,1471,2020-09-29
73119,1322,16,1134,2020-09-29
Other***,1319,19,1117,2020-09-29
73942,1221,10,1088,2020-09-29
74133,1192,8,1061,2020-09-29
73072,1173,15,1039,2020-09-29
73099,1161,6,915,2020-09-29
74074,1064,4,921,2020-09-29
73160,1054,13,889,2020-09-29
74136,1009,17,920,2020-09-29
73071,994,9,849,2020-09-29
74014,889,7,789,2020-09-29
73013,885,16,752,2020-09-29
73109,876,7,785,2020-09-29
73841,875,1,31,2020-09-29
73069,863,8,750,2020-09-29
73701,860,10,690,2020-09-29
74055,854,2,754,2020-09-29
73159,852,6,731,2020-09-29
74037,823,4,751,2020-09-29
73107,816,6,728,2020-09-29
73170,794,13,616,2020-09-29
74464,788,4,642,2020-09-29
74017,761,42,588,2020-09-29
74137,759,7,679,2020-09-29
74463,750,2,738,2020-09-29
73034,739,3,616,2020-09-29
73703,721,10,574,2020-09-29
73129,711,10,621,2020-09-29
74501,705,14,591,2020-09-29
73521,697,10,607,2020-09-29
74008,690,5,601,2020-09-29
74115,687,4,633,2020-09-29
73120,679,21,581,2020-09-29
74146,647,3,604,2020-09-29
73127,645,4,561,2020-09-29
74011,632,6,562,2020-09-29
73112,629,12,545,2020-09-29
74134,621,4,571,2020-09-29
74701,616,1,495,2020-09-29
74006,613,29,542,2020-09-29
73108,605,0,528,2020-09-29
73012,601,0,542,2020-09-29
74105,594,4,536,2020-09-29
73018,573,6,417,2020-09-29
74075,553,1,473,2020-09-29
74129,552,4,506,2020-09-29
74728,530,21,462,2020-09-29
73162,527,13,446,2020-09-29
73132,526,6,444,2020-09-29
74110,526,11,482,2020-09-29
74066,510,10,435,2020-09-29
74354,510,4,434,2020-09-29
74403,496,11,375,2020-09-29
73102,493,2,453,2020-09-29
74063,484,5,408,2020-09-29
73110,483,9,402,2020-09-29
74145,479,2,443,2020-09-29
73505,478,6,375,2020-09-29
73139,466,6,404,2020-09-29
74135,461,12,405,2020-09-29
73401,452,6,396,2020-09-29
74301,448,1,331,2020-09-29
73503,446,1,430,2020-09-29
74112,446,7,396,2020-09-29
74128,443,4,407,2020-09-29
73036,435,8,346,2020-09-29
74960,426,8,319,2020-09-29
73008,421,5,340,2020-09-29
73064,419,2,322,2020-09-29
74745,415,7,363,2020-09-29
74033,407,4,358,2020-09-29
73135,404,4,330,2020-09-29
73051,400,4,349,2020-09-29
74801,393,2,317,2020-09-29
73130,392,6,325,2020-09-29
73114,387,3,331,2020-09-29
73169,382,1,347,2020-09-29
74019,376,5,305,2020-09-29
73020,374,3,287,2020-09-29
