City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,17940,188,15709,2020-10-22
TULSA,13906,135,12343,2020-10-22
NORMAN,4138,44,3632,2020-10-22
BROKEN ARROW,3979,42,3467,2020-10-22
EDMOND,3826,26,3182,2020-10-22
OTHER***,2494,18,2143,2020-10-22
STILLWATER,2257,8,2104,2020-10-22
ENID,2118,25,1801,2020-10-22
YUKON,1794,7,1507,2020-10-22
LAWTON,1437,14,1192,2020-10-22
MOORE,1411,15,1199,2020-10-22
GUYMON,1392,10,1316,2020-10-22
CLAREMORE,1366,49,1161,2020-10-22
SHAWNEE,1158,13,952,2020-10-22
OWASSO,1128,3,975,2020-10-22
BARTLESVILLE,1039,38,879,2020-10-22
MUSKOGEE,1036,21,834,2020-10-22
TAHLEQUAH,996,4,853,2020-10-22
ALTUS,949,12,823,2020-10-22
JENKS,948,6,865,2020-10-22
MCALESTER,922,18,761,2020-10-22
FORT SUPPLY,892,2,880,2020-10-22
DURANT,887,8,715,2020-10-22
BIXBY,856,5,741,2020-10-22
EL RENO,777,8,487,2020-10-22
CHICKASHA,770,10,668,2020-10-22
TAFT,746,2,734,2020-10-22
MIAMI,724,7,618,2020-10-22
SAPULPA,681,13,580,2020-10-22
PONCA CITY,647,13,577,2020-10-22
ARDMORE,638,8,529,2020-10-22
SAND SPRINGS,629,5,560,2020-10-22
MUSTANG,619,4,525,2020-10-22
BROKEN BOW,615,23,531,2020-10-22
ADA,594,1,443,2020-10-22
CHOCTAW,534,4,447,2020-10-22
BETHANY,529,6,464,2020-10-22
VINITA,522,1,472,2020-10-22
BLANCHARD,517,1,422,2020-10-22
CLINTON,509,0,441,2020-10-22
LEXINGTON,507,5,392,2020-10-22
STILWELL,506,9,382,2020-10-22
IDABEL,505,8,435,2020-10-22
HOMINY,500,2,470,2020-10-22
GLENPOOL,492,5,421,2020-10-22
SALLISAW,477,4,375,2020-10-22
ELK CITY,453,5,381,2020-10-22
OKMULGEE,451,5,352,2020-10-22
GROVE,451,19,375,2020-10-22
POTEAU,451,5,379,2020-10-22
GUTHRIE,445,0,358,2020-10-22
DUNCAN,442,4,330,2020-10-22
COLLINSVILLE,439,1,382,2020-10-22
WEATHERFORD,433,3,395,2020-10-22
ANADARKO,432,9,368,2020-10-22
SKIATOOK,413,8,354,2020-10-22
SEMINOLE,400,4,314,2020-10-22
MCLOUD,399,1,364,2020-10-22
COWETA,398,14,354,2020-10-22
SAYRE,375,5,266,2020-10-22
PURCELL,354,4,302,2020-10-22
NEWCASTLE,349,3,286,2020-10-22
ATOKA,347,0,297,2020-10-22
HENRYETTA,343,3,264,2020-10-22
TUTTLE,311,5,263,2020-10-22
WAGONER,303,6,245,2020-10-22
PRYOR CREEK,302,5,243,2020-10-22
JAY,290,1,233,2020-10-22
HUGO,288,2,250,2020-10-22
TECUMSEH,283,0,245,2020-10-22
NOBLE,280,3,239,2020-10-22
MULDROW,280,3,242,2020-10-22
CUSHING,271,2,227,2020-10-22
PIEDMONT,262,2,223,2020-10-22
HEAVENER,261,7,235,2020-10-22
HOLDENVILLE,260,3,218,2020-10-22
WOODWARD,252,2,214,2020-10-22
CHECOTAH,241,3,185,2020-10-22
HARRAH,235,1,190,2020-10-22
SPIRO,230,1,215,2020-10-22
BRISTOW,229,9,197,2020-10-22
EUFAULA,222,6,173,2020-10-22
WEWOKA,219,1,183,2020-10-22
PAULS VALLEY,218,2,178,2020-10-22
STIGLER,217,4,179,2020-10-22
MIDWEST CITY,209,8,177,2020-10-22
LOCUST GROVE,208,0,160,2020-10-22
HINTON,203,0,181,2020-10-22
KINGFISHER,202,0,164,2020-10-22
WARR ACRES,201,0,179,2020-10-22
HENNESSEY,188,2,172,2020-10-22
FORT GIBSON,184,4,147,2020-10-22
SULPHUR,180,2,148,2020-10-22
CHANDLER,177,9,147,2020-10-22
CALERA,175,1,148,2020-10-22
VIAN,175,3,142,2020-10-22
MARIETTA,173,0,155,2020-10-22
SPENCER,171,2,144,2020-10-22
MADILL,171,1,134,2020-10-22
CHELSEA,162,2,133,2020-10-22
SALINA,161,1,123,2020-10-22
CATOOSA,159,2,138,2020-10-22
AFTON,157,1,136,2020-10-22
NOWATA,154,3,120,2020-10-22
TISHOMINGO,153,3,125,2020-10-22
CLEVELAND,153,3,141,2020-10-22
MOUNDS,149,3,128,2020-10-22
MEEKER,148,9,103,2020-10-22
INOLA,148,3,123,2020-10-22
DEL CITY,146,0,124,2020-10-22
ANTLERS,144,5,118,2020-10-22
SPERRY,142,2,124,2020-10-22
ALVA,142,0,112,2020-10-22
ROLAND,140,0,123,2020-10-22
MANNFORD,138,4,117,2020-10-22
LINDSAY,131,2,109,2020-10-22
POCOLA,128,3,114,2020-10-22
HOOKER,128,0,118,2020-10-22
WESTVILLE,126,2,110,2020-10-22
DEWEY,126,1,106,2020-10-22
OKEMAH,125,3,84,2020-10-22
VALLIANT,123,3,96,2020-10-22
PERKINS,123,1,103,2020-10-22
PRAGUE,123,0,103,2020-10-22
JONES,123,2,101,2020-10-22
PAWHUSKA,122,0,88,2020-10-22
MORRIS,120,0,92,2020-10-22
CHOUTEAU,119,6,102,2020-10-22
NICHOLS HILLS,118,0,107,2020-10-22
OOLOGAH,118,0,100,2020-10-22
MANGUM,116,8,90,2020-10-22
WISTER,116,1,99,2020-10-22
WASHINGTON,116,0,95,2020-10-22
TALIHINA,115,3,92,2020-10-22
HASKELL,114,1,102,2020-10-22
HOWE,111,0,100,2020-10-22
FREDERICK,111,3,99,2020-10-22
COMMERCE,110,1,97,2020-10-22
HULBERT,106,2,94,2020-10-22
BEGGS,106,0,90,2020-10-22
PAWNEE,105,1,84,2020-10-22
WYANDOTTE,103,1,89,2020-10-22
WRIGHT CITY,101,0,83,2020-10-22
MARLOW,101,1,82,2020-10-22
STROUD,98,0,72,2020-10-22
COMANCHE,97,2,80,2020-10-22
WILBURTON,95,1,75,2020-10-22
BOLEY,94,2,35,2020-10-22
GORE,93,3,81,2020-10-22
COLCORD,93,1,74,2020-10-22
FAIRVIEW,92,0,62,2020-10-22
KINGSTON,92,1,79,2020-10-22
APACHE,91,2,63,2020-10-22
KANSAS,91,3,76,2020-10-22
HAWORTH,89,2,71,2020-10-22
ELGIN,88,1,68,2020-10-22
CARNEGIE,85,2,58,2020-10-22
TEXHOMA,84,0,78,2020-10-22
DAVIS,84,0,69,2020-10-22
HOBART,84,1,63,2020-10-22
FAIRLAND,82,0,69,2020-10-22
CACHE,81,0,62,2020-10-22
BARNSDALL,80,2,68,2020-10-22
KELLYVILLE,77,2,67,2020-10-22
LUTHER,77,2,67,2020-10-22
WYNNEWOOD,77,1,58,2020-10-22
KEOTA,75,0,72,2020-10-22
MEAD,73,1,59,2020-10-22
GOODWELL,73,0,68,2020-10-22
WALTERS,73,1,54,2020-10-22
FORT COBB,71,0,67,2020-10-22
STRATFORD,71,0,52,2020-10-22
COLBERT,70,0,49,2020-10-22
WATONGA,70,0,55,2020-10-22
QUAPAW,70,0,60,2020-10-22
CADDO,69,0,58,2020-10-22
KIEFER,69,0,62,2020-10-22
PERRY,69,1,63,2020-10-22
HARTSHORNE,69,0,62,2020-10-22
BINGER,68,9,56,2020-10-22
CAMERON,68,0,54,2020-10-22
BLACKWELL,67,1,54,2020-10-22
NEWKIRK,67,1,56,2020-10-22
DRUMRIGHT,66,1,58,2020-10-22
PADEN,66,0,34,2020-10-22
COALGATE,64,0,54,2020-10-22
LONE GROVE,63,1,48,2020-10-22
WETUMKA,62,0,51,2020-10-22
WELLSTON,62,0,46,2020-10-22
KONAWA,61,1,42,2020-10-22
HELENA,61,0,53,2020-10-22
PORTER,60,0,52,2020-10-22
OKARCHE,60,0,46,2020-10-22
HOLLIS,60,0,56,2020-10-22
BOKOSHE,60,0,54,2020-10-22
TALALA,58,0,55,2020-10-22
MINCO,58,0,45,2020-10-22
CRESCENT,58,1,46,2020-10-22
MAYSVILLE,58,2,49,2020-10-22
ELMORE CITY,57,0,43,2020-10-22
BOKCHITO,56,1,43,2020-10-22
ALEX,56,0,51,2020-10-22
BLAIR,55,0,44,2020-10-22
CEMENT,55,0,41,2020-10-22
FLETCHER,54,0,36,2020-10-22
HYDRO,54,0,44,2020-10-22
WARNER,54,0,44,2020-10-22
TONKAWA,53,0,44,2020-10-22
WATTS,53,0,49,2020-10-22
EARLSBORO,53,0,44,2020-10-22
ARCADIA,51,0,41,2020-10-22
YALE,50,1,45,2020-10-22
FORT TOWSON,50,0,38,2020-10-22
WAYNE,49,1,39,2020-10-22
PORUM,49,1,37,2020-10-22
RED ROCK,48,1,43,2020-10-22
WILSON,46,0,40,2020-10-22
ADAIR,46,0,38,2020-10-22
QUINTON,45,0,41,2020-10-22
NEW CORDELL,44,0,33,2020-10-22
BOSWELL,43,0,37,2020-10-22
NINNEKAH,42,0,34,2020-10-22
WEBBERS FALLS,41,0,33,2020-10-22
MOORELAND,41,1,36,2020-10-22
BIG CABIN,41,1,36,2020-10-22
WAUKOMIS,40,0,26,2020-10-22
STONEWALL,39,1,29,2020-10-22
CASHION,39,0,29,2020-10-22
CYRIL,38,1,33,2020-10-22
OCHELATA,38,1,33,2020-10-22
DEWAR,38,0,28,2020-10-22
CHEYENNE,38,1,30,2020-10-22
BEAVER,37,0,29,2020-10-22
RAMONA,37,1,30,2020-10-22
TYRONE,37,0,31,2020-10-22
GEARY,37,0,30,2020-10-22
WELCH,36,0,35,2020-10-22
SHADY POINT,36,0,27,2020-10-22
THOMAS,36,0,32,2020-10-22
MCCURTAIN,35,1,33,2020-10-22
HAMMON,35,1,30,2020-10-22
DAVENPORT,35,0,27,2020-10-22
GARBER,35,0,33,2020-10-22
SASAKWA,35,0,21,2020-10-22
DOVER,34,0,23,2020-10-22
KREBS,34,1,25,2020-10-22
INDIAHOMA,34,1,22,2020-10-22
RUSH SPRINGS,34,0,24,2020-10-22
ALLEN,34,2,26,2020-10-22
LAHOMA,34,0,22,2020-10-22
WELEETKA,34,1,23,2020-10-22
FAIRFAX,34,0,31,2020-10-22
BLUEJACKET,33,1,24,2020-10-22
BUFFALO,33,1,19,2020-10-22
JENNINGS,32,1,25,2020-10-22
MAUD,32,0,28,2020-10-22
RINGLING,32,0,23,2020-10-22
SPAVINAW,31,0,24,2020-10-22
GLENCOE,31,0,28,2020-10-22
GERONIMO,31,0,27,2020-10-22
OKEENE,31,0,24,2020-10-22
RED OAK,30,0,24,2020-10-22
CALUMET,30,0,18,2020-10-22
OKTAHA,30,0,22,2020-10-22
BURNS FLAT,30,0,21,2020-10-22
KIOWA,30,1,21,2020-10-22
DELAWARE,30,1,26,2020-10-22
ARKOMA,29,0,26,2020-10-22
GARVIN,29,0,27,2020-10-22
LEEDEY,29,1,26,2020-10-22
CARNEY,29,0,23,2020-10-22
COPAN,28,0,25,2020-10-22
BENNINGTON,28,0,24,2020-10-22
GRACEMONT,28,1,26,2020-10-22
BOISE CITY,28,0,26,2020-10-22
POND CREEK,28,0,19,2020-10-22
PANAMA,28,1,26,2020-10-22
PAOLI,28,0,24,2020-10-22
CANTON,28,1,24,2020-10-22
VERDEN,28,0,24,2020-10-22
CHEROKEE,27,0,21,2020-10-22
LAVERNE,27,0,16,2020-10-22
ASHER,27,0,24,2020-10-22
MILBURN,27,1,23,2020-10-22
WANETTE,27,0,24,2020-10-22
CANUTE,27,0,16,2020-10-22
ARAPAHO,26,0,24,2020-10-22
ROFF,26,0,18,2020-10-22
CLAYTON,26,0,25,2020-10-22
SOPER,26,0,19,2020-10-22
GANS,26,0,20,2020-10-22
OLUSTEE,26,0,23,2020-10-22
MEDFORD,25,0,20,2020-10-22
DEPEW,25,1,23,2020-10-22
LOOKEBA,24,2,18,2020-10-22
WAURIKA,24,0,20,2020-10-22
GRANITE,24,0,20,2020-10-22
AMBER,24,0,23,2020-10-22
MORRISON,23,0,22,2020-10-22
RATTAN,23,0,17,2020-10-22
OILTON,23,1,15,2020-10-22
UNION CITY,23,0,20,2020-10-22
TERLTON,22,0,20,2020-10-22
SEILING,22,0,18,2020-10-22
LANGLEY,22,0,19,2020-10-22
KINTA,21,0,14,2020-10-22
RINGWOOD,21,0,20,2020-10-22
ACHILLE,21,0,18,2020-10-22
RIPLEY,19,0,14,2020-10-22
KAW CITY,19,1,18,2020-10-22
CANEY,19,0,17,2020-10-22
HAILEYVILLE,19,0,17,2020-10-22
SPRINGER,19,1,15,2020-10-22
THACKERVILLE,19,0,15,2020-10-22
SNYDER,19,0,16,2020-10-22
ERICK,19,0,16,2020-10-22
RAVIA,18,0,14,2020-10-22
OAKS,18,1,16,2020-10-22
MOUNTAIN VIEW,18,1,13,2020-10-22
POCASSET,18,0,16,2020-10-22
SAVANNA,18,0,15,2020-10-22
MANNSVILLE,18,0,17,2020-10-22
AGRA,17,1,14,2020-10-22
OPTIMA,17,0,17,2020-10-22
SENTINEL,17,0,16,2020-10-22
FAIRMONT,17,0,17,2020-10-22
HANNA,17,0,14,2020-10-22
CANADIAN,17,0,14,2020-10-22
STUART,16,0,13,2020-10-22
COUNCIL HILL,16,0,10,2020-10-22
LEHIGH,16,0,15,2020-10-22
TEMPLE,16,2,12,2020-10-22
BRAGGS,16,0,11,2020-10-22
TIPTON,16,0,13,2020-10-22
WHITEFIELD,16,0,12,2020-10-22
VELMA,16,1,14,2020-10-22
PITTSBURG,15,0,7,2020-10-22
KETCHUM,15,0,14,2020-10-22
MARBLE CITY,15,0,12,2020-10-22
LENAPAH,15,0,12,2020-10-22
CORN,15,0,15,2020-10-22
VICI,15,0,10,2020-10-22
MILL CREEK,15,0,12,2020-10-22
LANGSTON,15,0,14,2020-10-22
HEALDTON,14,0,9,2020-10-22
LONE WOLF,13,0,4,2020-10-22
CASTLE,13,0,10,2020-10-22
RYAN,13,0,11,2020-10-22
NORTH MIAMI,13,0,10,2020-10-22
BURBANK,13,0,6,2020-10-22
LONGDALE,13,0,11,2020-10-22
FOSS,13,0,9,2020-10-22
SCHULTER,13,0,10,2020-10-22
BILLINGS,13,1,12,2020-10-22
STERLING,13,0,4,2020-10-22
COVINGTON,12,0,10,2020-10-22
