Zip,Cases,Deaths,Recovered,ReportDate
73099,4447,15,3810,2020-12-12
74012,3862,45,3316,2020-12-12
73160,3300,19,2707,2020-12-12
Other***,2964,29,2536,2020-12-12
73072,2933,22,2567,2020-12-12
73013,2852,27,2375,2020-12-12
74133,2684,24,2259,2020-12-12
73170,2641,28,2171,2020-12-12
74055,2563,6,2133,2020-12-12
73119,2520,30,2134,2020-12-12
73034,2434,10,2041,2020-12-12
73071,2414,37,2032,2020-12-12
74014,2407,15,2011,2020-12-12
73159,2137,8,1802,2020-12-12
73703,2103,12,1855,2020-12-12
74074,2053,9,1832,2020-12-12
73505,2038,16,1750,2020-12-12
74464,2013,8,1560,2020-12-12
73942,1986,13,1838,2020-12-12
73120,1983,27,1662,2020-12-12
73012,1952,6,1646,2020-12-12
74820,1927,11,1641,2020-12-12
73701,1917,23,1700,2020-12-12
74701,1850,13,1599,2020-12-12
74017,1835,53,1467,2020-12-12
74136,1829,26,1581,2020-12-12
73069,1796,11,1588,2020-12-12
73521,1754,33,1586,2020-12-12
73109,1731,10,1501,2020-12-12
74011,1730,12,1473,2020-12-12
74008,1700,10,1435,2020-12-12
74137,1665,10,1439,2020-12-12
73107,1655,8,1406,2020-12-12
74403,1636,19,1282,2020-12-12
73112,1585,17,1353,2020-12-12
74037,1572,13,1373,2020-12-12
73036,1570,9,1382,2020-12-12
74063,1559,12,1334,2020-12-12
73162,1550,18,1320,2020-12-12
73401,1534,11,1323,2020-12-12
73110,1534,16,1208,2020-12-12
74463,1527,2,1306,2020-12-12
74501,1517,18,1301,2020-12-12
74134,1487,7,1274,2020-12-12
74006,1481,36,1257,2020-12-12
73129,1457,14,1208,2020-12-12
74066,1447,22,1244,2020-12-12
73132,1427,12,1207,2020-12-12
73064,1411,12,1207,2020-12-12
73127,1408,8,1201,2020-12-12
73018,1397,15,1197,2020-12-12
74804,1383,13,1180,2020-12-12
73533,1347,11,1115,2020-12-12
74105,1317,12,1141,2020-12-12
74115,1272,12,1123,2020-12-12
74075,1257,3,1108,2020-12-12
74801,1245,7,1058,2020-12-12
73044,1214,2,945,2020-12-12
74019,1209,5,1029,2020-12-12
74146,1208,5,1051,2020-12-12
73108,1200,0,1046,2020-12-12
73010,1180,7,1011,2020-12-12
74354,1179,17,1014,2020-12-12
73008,1174,9,976,2020-12-12
73020,1171,9,977,2020-12-12
73601,1158,7,1019,2020-12-12
73139,1155,8,936,2020-12-12
