City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,4978,68,3676,2020-07-19
TULSA,4355,62,3417,2020-07-19
EDMOND,974,10,780,2020-07-19
BROKEN ARROW,932,17,696,2020-07-19
NORMAN,858,23,681,2020-07-19
GUYMON,838,7,827,2020-07-19
JENKS,468,0,440,2020-07-19
LAWTON,462,8,377,2020-07-19
STILLWATER,432,1,400,2020-07-19
OTHER***,427,4,319,2020-07-19
BARTLESVILLE,400,37,339,2020-07-19
MOORE,397,9,305,2020-07-19
YUKON,362,2,279,2020-07-19
BROKEN BOW,312,10,255,2020-07-19
CLAREMORE,258,7,178,2020-07-19
OWASSO,223,2,166,2020-07-19
IDABEL,221,2,174,2020-07-19
ALTUS,196,3,61,2020-07-19
BIXBY,196,2,150,2020-07-19
GLENPOOL,183,0,156,2020-07-19
ARDMORE,180,2,148,2020-07-19
MUSKOGEE,179,11,114,2020-07-19
CHICKASHA,171,4,121,2020-07-19
ENID,159,2,105,2020-07-19
BETHANY,151,1,119,2020-07-19
DURANT,150,0,93,2020-07-19
SHAWNEE,142,5,94,2020-07-19
MIAMI,137,2,94,2020-07-19
GROVE,137,16,102,2020-07-19
SKIATOOK,136,7,114,2020-07-19
SAPULPA,133,3,97,2020-07-19
PONCA CITY,132,7,103,2020-07-19
COWETA,127,13,92,2020-07-19
PURCELL,124,3,111,2020-07-19
HUGO,121,1,104,2020-07-19
SAND SPRINGS,121,2,92,2020-07-19
COLLINSVILLE,110,1,87,2020-07-19
MUSTANG,109,1,85,2020-07-19
TAHLEQUAH,108,1,92,2020-07-19
EL RENO,106,1,71,2020-07-19
STILWELL,92,4,71,2020-07-19
HOOKER,91,0,91,2020-07-19
HINTON,90,0,89,2020-07-19
CHOCTAW,90,2,66,2020-07-19
BLANCHARD,89,0,69,2020-07-19
OKMULGEE,86,0,46,2020-07-19
ADA,77,0,53,2020-07-19
DUNCAN,75,0,57,2020-07-19
WAGONER,75,4,61,2020-07-19
GUTHRIE,72,0,47,2020-07-19
MIDWEST CITY,70,2,51,2020-07-19
JAY,69,1,50,2020-07-19
MANGUM,69,7,57,2020-07-19
PAULS VALLEY,68,1,56,2020-07-19
TUTTLE,65,1,49,2020-07-19
HENRYETTA,65,0,34,2020-07-19
NEWCASTLE,64,1,46,2020-07-19
MCALESTER,57,3,45,2020-07-19
PRYOR CREEK,57,1,36,2020-07-19
WEATHERFORD,57,0,45,2020-07-19
CHECOTAH,55,1,45,2020-07-19
WARR ACRES,53,0,43,2020-07-19
NOBLE,52,1,41,2020-07-19
PIEDMONT,50,0,37,2020-07-19
CUSHING,49,1,32,2020-07-19
SPENCER,48,1,29,2020-07-19
LEXINGTON,47,0,36,2020-07-19
CLINTON,46,0,27,2020-07-19
WESTVILLE,46,0,42,2020-07-19
CLEVELAND,45,3,38,2020-07-19
ANADARKO,44,1,32,2020-07-19
SEMINOLE,44,2,24,2020-07-19
DEL CITY,44,0,28,2020-07-19
BINGER,43,9,33,2020-07-19
LINDSAY,42,1,30,2020-07-19
LOCUST GROVE,41,0,24,2020-07-19
WRIGHT CITY,40,0,31,2020-07-19
EUFAULA,40,0,33,2020-07-19
MARIETTA,38,0,32,2020-07-19
CATOOSA,38,0,25,2020-07-19
NICHOLS HILLS,38,0,33,2020-07-19
DEWEY,38,1,36,2020-07-19
VALLIANT,37,0,28,2020-07-19
HOMINY,37,0,27,2020-07-19
ATOKA,36,0,29,2020-07-19
CHOUTEAU,35,3,21,2020-07-19
COMMERCE,35,0,25,2020-07-19
SPERRY,34,1,24,2020-07-19
VINITA,33,0,23,2020-07-19
SALLISAW,33,0,27,2020-07-19
KELLYVILLE,32,2,28,2020-07-19
SALINA,32,1,14,2020-07-19
HAWORTH,32,0,23,2020-07-19
COLCORD,32,1,24,2020-07-19
FORT GIBSON,31,2,15,2020-07-19
MOUNDS,30,1,22,2020-07-19
WEWOKA,30,1,19,2020-07-19
INOLA,30,2,21,2020-07-19
JONES,30,0,19,2020-07-19
COMANCHE,29,1,13,2020-07-19
TEXHOMA,29,0,28,2020-07-19
AFTON,28,0,20,2020-07-19
MADILL,28,0,24,2020-07-19
FREDERICK,28,1,23,2020-07-19
PAWNEE,27,0,18,2020-07-19
PERKINS,26,0,19,2020-07-19
MULDROW,26,1,22,2020-07-19
KINGFISHER,25,0,17,2020-07-19
NOWATA,25,1,21,2020-07-19
ELK CITY,24,0,16,2020-07-19
HARRAH,24,0,23,2020-07-19
MCLOUD,24,0,20,2020-07-19
WASHINGTON,23,0,20,2020-07-19
RED ROCK,23,1,21,2020-07-19
PERRY,22,0,13,2020-07-19
OCHELATA,22,1,20,2020-07-19
KINGSTON,22,0,18,2020-07-19
CALERA,22,0,12,2020-07-19
MORRIS,21,0,16,2020-07-19
OOLOGAH,21,0,19,2020-07-19
BRISTOW,21,1,10,2020-07-19
HASKELL,21,0,19,2020-07-19
SULPHUR,21,0,20,2020-07-19
MARLOW,20,0,10,2020-07-19
TECUMSEH,19,0,12,2020-07-19
MANNFORD,19,0,13,2020-07-19
BEGGS,19,0,16,2020-07-19
ELGIN,18,0,13,2020-07-19
CHELSEA,18,0,14,2020-07-19
POTEAU,18,0,6,2020-07-19
PAWHUSKA,17,0,14,2020-07-19
TALIHINA,17,1,5,2020-07-19
COLBERT,17,0,16,2020-07-19
TYRONE,17,0,15,2020-07-19
BARNSDALL,16,2,10,2020-07-19
KIEFER,16,0,13,2020-07-19
HENNESSEY,16,0,11,2020-07-19
OKARCHE,15,0,12,2020-07-19
WATTS,15,0,15,2020-07-19
MAYSVILLE,15,0,12,2020-07-19
HOLDENVILLE,15,1,8,2020-07-19
WOODWARD,15,0,12,2020-07-19
HULBERT,14,0,11,2020-07-19
ARCADIA,14,0,12,2020-07-19
WAYNE,14,0,11,2020-07-19
CHANDLER,14,1,11,2020-07-19
GARVIN,13,0,8,2020-07-19
PRAGUE,13,0,9,2020-07-19
CLAYTON,13,0,5,2020-07-19
WILBURTON,13,1,11,2020-07-19
OLUSTEE,13,0,4,2020-07-19
CACHE,13,0,10,2020-07-19
GOODWELL,13,0,13,2020-07-19
MEAD,13,1,8,2020-07-19
OKEMAH,12,0,10,2020-07-19
LONE GROVE,12,0,10,2020-07-19
RAMONA,12,0,12,2020-07-19
COALGATE,11,0,7,2020-07-19
SPIRO,11,0,8,2020-07-19
QUAPAW,11,0,6,2020-07-19
HEAVENER,11,0,7,2020-07-19
GORE,11,1,8,2020-07-19
WYNNEWOOD,11,1,10,2020-07-19
FORT COBB,11,0,8,2020-07-19
CADDO,11,0,9,2020-07-19
STROUD,11,0,7,2020-07-19
LUTHER,11,0,8,2020-07-19
WATONGA,10,0,8,2020-07-19
APACHE,10,0,8,2020-07-19
GLENCOE,10,0,10,2020-07-19
ALEX,10,0,9,2020-07-19
STIGLER,10,0,7,2020-07-19
FAIRFAX,10,0,9,2020-07-19
ALVA,10,0,8,2020-07-19
PORTER,9,0,7,2020-07-19
TISHOMINGO,9,0,5,2020-07-19
YALE,9,0,4,2020-07-19
COPAN,9,0,8,2020-07-19
MEEKER,9,0,4,2020-07-19
OPTIMA,9,0,9,2020-07-19
ANTLERS,9,0,6,2020-07-19
WYANDOTTE,9,0,6,2020-07-19
VIAN,8,1,5,2020-07-19
DEWAR,8,0,2,2020-07-19
HOBART,8,0,7,2020-07-19
BENNINGTON,8,0,7,2020-07-19
DAVIS,8,0,6,2020-07-19
BEAVER,8,0,8,2020-07-19
RINGLING,8,0,5,2020-07-19
WISTER,8,0,6,2020-07-19
WELEETKA,7,0,3,2020-07-19
WALTERS,7,0,4,2020-07-19
