Zip,Cases,Deaths,Recovered,ReportDate
73099,2613,9,2099,2020-11-14
74012,2565,29,2144,2020-11-14
Other***,2073,26,1719,2020-11-14
73072,1992,19,1629,2020-11-14
73160,1923,17,1570,2020-11-14
74133,1805,15,1544,2020-11-14
73119,1763,27,1496,2020-11-14
73013,1690,18,1329,2020-11-14
73071,1641,29,1372,2020-11-14
73942,1615,11,1462,2020-11-14
74055,1576,5,1293,2020-11-14
73170,1564,23,1257,2020-11-14
74074,1502,5,1316,2020-11-14
73034,1500,5,1211,2020-11-14
74014,1466,12,1200,2020-11-14
74136,1384,23,1220,2020-11-14
73701,1361,21,1156,2020-11-14
73159,1322,6,1071,2020-11-14
73703,1318,12,1117,2020-11-14
74701,1313,9,997,2020-11-14
73069,1301,10,1129,2020-11-14
73521,1268,19,1026,2020-11-14
74464,1260,5,1011,2020-11-14
73109,1240,9,1040,2020-11-14
73120,1235,21,965,2020-11-14
73012,1204,2,943,2020-11-14
74017,1176,43,914,2020-11-14
73505,1153,9,887,2020-11-14
74008,1144,5,956,2020-11-14
73107,1139,7,962,2020-11-14
74037,1139,9,1000,2020-11-14
74137,1139,8,986,2020-11-14
73036,1127,8,931,2020-11-14
74820,1120,6,776,2020-11-14
74501,1080,16,940,2020-11-14
74011,1074,10,901,2020-11-14
73112,1010,15,802,2020-11-14
74134,1005,4,838,2020-11-14
73129,995,11,826,2020-11-14
74403,971,13,721,2020-11-14
74006,966,30,841,2020-11-14
74463,942,2,761,2020-11-14
73127,940,4,784,2020-11-14
74115,938,9,856,2020-11-14
73132,937,7,723,2020-11-14
73110,935,10,714,2020-11-14
73162,933,14,727,2020-11-14
73401,932,10,732,2020-11-14
74105,930,10,812,2020-11-14
73018,915,12,783,2020-11-14
73841,906,2,900,2020-11-14
74066,892,14,745,2020-11-14
74146,885,4,778,2020-11-14
74063,879,7,696,2020-11-14
74354,859,14,758,2020-11-14
74075,853,3,718,2020-11-14
73064,838,4,690,2020-11-14
73108,828,0,690,2020-11-14
74804,823,11,723,2020-11-14
74801,774,6,655,2020-11-14
74728,740,24,637,2020-11-14
73139,737,8,600,2020-11-14
74129,735,6,658,2020-11-14
73010,728,3,569,2020-11-14
73020,725,6,589,2020-11-14
73533,717,5,550,2020-11-14
73008,717,7,560,2020-11-14
74145,703,4,612,2020-11-14
74019,702,5,539,2020-11-14
73601,693,2,563,2020-11-14
74135,691,13,579,2020-11-14
74960,685,11,510,2020-11-14
73135,682,7,560,2020-11-14
74110,674,14,610,2020-11-14
74745,654,11,509,2020-11-14
73130,649,10,520,2020-11-14
74301,639,2,540,2020-11-14
74021,637,3,486,2020-11-14
73114,628,3,521,2020-11-14
73051,626,6,518,2020-11-14
73003,624,5,489,2020-11-14
74112,622,11,542,2020-11-14
74955,609,4,504,2020-11-14
73501,604,7,481,2020-11-14
74033,596,6,514,2020-11-14
73044,593,0,509,2020-11-14
74953,586,7,495,2020-11-14
74447,583,7,498,2020-11-14
73115,578,4,445,2020-11-14
74107,576,10,487,2020-11-14
74128,571,6,526,2020-11-14
74344,570,19,478,2020-11-14
74601,557,7,458,2020-11-14
73503,557,1,543,2020-11-14
73096,555,8,475,2020-11-14
74106,547,7,493,2020-11-14
74070,546,8,456,2020-11-14
74868,546,5,445,2020-11-14
73644,545,6,471,2020-11-14
74429,538,15,449,2020-11-14
73080,536,7,403,2020-11-14
73142,532,8,418,2020-11-14
73102,529,3,508,2020-11-14
73005,525,10,427,2020-11-14
74035,523,2,498,2020-11-14
74401,514,8,371,2020-11-14
73507,501,4,369,2020-11-14
74114,499,4,422,2020-11-14
73065,492,4,406,2020-11-14
73169,490,1,469,2020-11-14
74104,485,1,412,2020-11-14
74851,481,1,426,2020-11-14
73122,479,4,378,2020-11-14
74525,478,0,390,2020-11-14
73801,472,3,342,2020-11-14
73106,465,2,376,2020-11-14
73089,464,5,366,2020-11-14
74437,457,7,371,2020-11-14
74127,455,3,390,2020-11-14
73662,433,9,386,2020-11-14
73025,428,1,348,2020-11-14
74361,407,8,324,2020-11-14
73118,407,3,319,2020-11-14
74132,404,3,353,2020-11-14
73075,397,2,310,2020-11-14
73068,389,5,315,2020-11-14
74743,387,2,323,2020-11-14
74873,386,1,334,2020-11-14
74467,381,6,321,2020-11-14
74346,378,2,311,2020-11-14
74023,366,3,300,2020-11-14
73078,364,3,297,2020-11-14
73111,348,3,274,2020-11-14
74948,345,3,295,2020-11-14
73045,340,3,270,2020-11-14
74829,340,7,274,2020-11-14
74462,338,4,256,2020-11-14
73116,335,6,276,2020-11-14
74003,335,8,280,2020-11-14
73026,331,5,265,2020-11-14
73446,326,1,219,2020-11-14
74848,323,4,286,2020-11-14
74426,305,5,255,2020-11-14
74604,304,6,233,2020-11-14
73179,301,2,237,2020-11-14
74434,301,5,214,2020-11-14
74432,298,7,227,2020-11-14
74884,296,1,239,2020-11-14
74937,295,6,270,2020-11-14
73750,293,1,254,2020-11-14
73086,293,3,221,2020-11-14
74959,290,1,260,2020-11-14
74010,285,9,234,2020-11-14
73448,269,0,202,2020-11-14
74108,267,1,250,2020-11-14
74126,265,2,225,2020-11-14
74730,263,1,211,2020-11-14
73052,259,2,177,2020-11-14
74352,256,0,202,2020-11-14
73717,253,1,179,2020-11-14
73165,252,1,197,2020-11-14
74857,251,2,192,2020-11-14
74103,244,0,217,2020-11-14
74962,242,3,191,2020-11-14
73047,240,0,214,2020-11-14
73134,240,2,183,2020-11-14
74331,237,2,189,2020-11-14
74015,234,2,193,2020-11-14
73742,223,2,194,2020-11-14
74859,222,3,152,2020-11-14
73128,221,0,182,2020-11-14
74834,220,10,178,2020-11-14
74864,219,1,173,2020-11-14
73084,217,2,168,2020-11-14
74016,214,3,185,2020-11-14
73055,210,1,136,2020-11-14
73460,205,3,160,2020-11-14
74047,203,3,158,2020-11-14
74048,200,3,167,2020-11-14
74365,199,1,157,2020-11-14
74523,198,6,164,2020-11-14
73149,193,0,159,2020-11-14
74855,193,10,154,2020-11-14
74116,192,0,174,2020-11-14
74073,190,2,158,2020-11-14
74020,185,3,160,2020-11-14
73737,184,0,131,2020-11-14
74044,182,4,145,2020-11-14
73093,179,0,140,2020-11-14
73945,179,0,159,2020-11-14
74965,178,2,128,2020-11-14
74120,174,0,150,2020-11-14
74056,173,2,123,2020-11-14
74954,173,1,147,2020-11-14
73117,173,0,141,2020-11-14
73103,171,1,136,2020-11-14
74036,171,3,147,2020-11-14
73538,170,1,116,2020-11-14
73173,168,1,129,2020-11-14
