Zip,Cases,Deaths,Recovered,ReportDate
73099,4167,13,3545,2020-12-08
74012,3663,41,3139,2020-12-08
Other***,3371,29,2989,2020-12-08
73160,3073,18,2523,2020-12-08
73072,2804,21,2444,2020-12-08
73013,2662,27,2254,2020-12-08
74133,2516,21,2156,2020-12-08
73170,2479,27,2029,2020-12-08
73119,2420,29,2060,2020-12-08
74055,2361,6,1993,2020-12-08
73034,2291,9,1941,2020-12-08
73071,2263,37,1925,2020-12-08
74014,2251,14,1902,2020-12-08
73159,2033,8,1712,2020-12-08
73703,2018,12,1767,2020-12-08
74074,1968,8,1789,2020-12-08
73505,1947,14,1621,2020-12-08
73942,1921,13,1784,2020-12-08
73701,1854,23,1642,2020-12-08
73120,1849,25,1584,2020-12-08
74820,1823,10,1564,2020-12-08
73012,1820,6,1579,2020-12-08
74464,1809,8,1499,2020-12-08
74701,1749,13,1537,2020-12-08
74136,1749,24,1530,2020-12-08
73069,1716,10,1523,2020-12-08
73521,1711,33,1518,2020-12-08
73109,1675,10,1443,2020-12-08
74017,1667,52,1408,2020-12-08
74011,1643,11,1408,2020-12-08
74008,1604,8,1374,2020-12-08
73107,1567,8,1348,2020-12-08
74137,1563,9,1367,2020-12-08
74463,1522,2,1305,2020-12-08
74403,1508,17,1213,2020-12-08
73112,1502,16,1287,2020-12-08
74037,1488,12,1331,2020-12-08
73036,1485,9,1318,2020-12-08
74063,1485,12,1250,2020-12-08
73162,1482,18,1238,2020-12-08
73401,1449,11,1241,2020-12-08
73110,1444,14,1135,2020-12-08
74501,1417,17,1261,2020-12-08
74134,1399,7,1222,2020-12-08
74066,1381,20,1190,2020-12-08
74006,1379,35,1200,2020-12-08
73129,1366,12,1158,2020-12-08
73132,1354,11,1151,2020-12-08
73018,1352,13,1123,2020-12-08
73127,1329,7,1145,2020-12-08
73064,1321,9,1138,2020-12-08
74804,1295,13,1104,2020-12-08
74105,1250,11,1100,2020-12-08
73533,1242,10,1014,2020-12-08
74115,1198,12,1072,2020-12-08
74075,1187,3,1066,2020-12-08
74801,1166,7,998,2020-12-08
74146,1151,5,1011,2020-12-08
73108,1144,0,1013,2020-12-08
74354,1125,17,980,2020-12-08
73601,1116,7,972,2020-12-08
73010,1114,4,941,2020-12-08
73044,1111,1,845,2020-12-08
73020,1110,9,916,2020-12-08
74019,1109,5,970,2020-12-08
