City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,18837,195,16406,2020-10-27
TULSA,14369,139,12867,2020-10-27
NORMAN,4328,53,3806,2020-10-27
BROKEN ARROW,4161,43,3653,2020-10-27
EDMOND,4099,26,3425,2020-10-27
OTHER***,2599,18,2250,2020-10-27
STILLWATER,2287,8,2160,2020-10-27
ENID,2236,28,1911,2020-10-27
YUKON,1961,8,1629,2020-10-27
LAWTON,1573,14,1308,2020-10-27
MOORE,1482,15,1269,2020-10-27
CLAREMORE,1421,49,1211,2020-10-27
GUYMON,1421,10,1343,2020-10-27
SHAWNEE,1324,13,1025,2020-10-27
OWASSO,1195,3,1049,2020-10-27
MUSKOGEE,1093,21,886,2020-10-27
BARTLESVILLE,1089,38,949,2020-10-27
TAHLEQUAH,1031,4,884,2020-10-27
ALTUS,983,13,875,2020-10-27
JENKS,974,6,894,2020-10-27
MCALESTER,952,18,823,2020-10-27
DURANT,947,8,778,2020-10-27
BIXBY,911,5,775,2020-10-27
FORT SUPPLY,892,2,882,2020-10-27
EL RENO,868,8,534,2020-10-27
CHICKASHA,801,10,707,2020-10-27
MIAMI,751,7,663,2020-10-27
TAFT,749,2,734,2020-10-27
SAPULPA,713,13,613,2020-10-27
ARDMORE,686,8,565,2020-10-27
PONCA CITY,663,13,600,2020-10-27
SAND SPRINGS,659,6,588,2020-10-27
MUSTANG,659,4,552,2020-10-27
ADA,656,1,483,2020-10-27
BROKEN BOW,637,23,546,2020-10-27
LEXINGTON,568,5,419,2020-10-27
CHOCTAW,559,5,480,2020-10-27
BETHANY,550,6,480,2020-10-27
BLANCHARD,540,2,458,2020-10-27
VINITA,535,1,486,2020-10-27
STILWELL,533,9,398,2020-10-27
CLINTON,533,1,474,2020-10-27
IDABEL,515,9,454,2020-10-27
GLENPOOL,510,5,439,2020-10-27
DUNCAN,503,4,367,2020-10-27
SALLISAW,500,4,394,2020-10-27
HOMINY,500,2,487,2020-10-27
OKMULGEE,482,5,374,2020-10-27
ELK CITY,481,6,404,2020-10-27
GUTHRIE,481,0,394,2020-10-27
GROVE,474,19,401,2020-10-27
POTEAU,468,5,409,2020-10-27
COLLINSVILLE,458,2,408,2020-10-27
WEATHERFORD,456,5,403,2020-10-27
ANADARKO,439,9,387,2020-10-27
SEMINOLE,427,4,343,2020-10-27
SKIATOOK,424,8,380,2020-10-27
COWETA,414,14,372,2020-10-27
MCLOUD,408,1,375,2020-10-27
SAYRE,396,5,277,2020-10-27
PURCELL,379,4,323,2020-10-27
HENRYETTA,372,4,283,2020-10-27
ATOKA,371,0,312,2020-10-27
NEWCASTLE,370,3,311,2020-10-27
TUTTLE,331,5,272,2020-10-27
WAGONER,322,6,267,2020-10-27
PRYOR CREEK,321,6,261,2020-10-27
TECUMSEH,310,0,261,2020-10-27
JAY,304,2,253,2020-10-27
HUGO,302,2,260,2020-10-27
