City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,13176,152,11407,2020-09-18
TULSA,10634,108,9622,2020-09-18
BROKEN ARROW,2933,31,2585,2020-09-18
NORMAN,2907,35,2399,2020-09-18
EDMOND,2331,22,2009,2020-09-18
OTHER***,1749,13,1477,2020-09-18
STILLWATER,1639,4,1287,2020-09-18
ENID,1358,18,1068,2020-09-18
GUYMON,1111,8,1003,2020-09-18
CLAREMORE,999,43,804,2020-09-18
YUKON,934,6,821,2020-09-18
MOORE,915,13,786,2020-09-18
LAWTON,863,11,761,2020-09-18
BARTLESVILLE,778,37,695,2020-09-18
OWASSO,769,2,670,2020-09-18
JENKS,750,3,695,2020-09-18
TAFT,744,2,692,2020-09-18
TAHLEQUAH,714,3,540,2020-09-18
MCALESTER,638,17,449,2020-09-18
MUSKOGEE,632,14,473,2020-09-18
ALTUS,618,10,571,2020-09-18
SHAWNEE,616,8,502,2020-09-18
BIXBY,602,4,527,2020-09-18
DURANT,505,1,411,2020-09-18
BROKEN BOW,497,22,420,2020-09-18
SAPULPA,458,10,383,2020-09-18
MIAMI,447,3,373,2020-09-18
CHICKASHA,439,5,275,2020-09-18
SAND SPRINGS,423,5,361,2020-09-18
ARDMORE,417,6,356,2020-09-18
IDABEL,385,5,346,2020-09-18
STILWELL,377,8,278,2020-09-18
LEXINGTON,371,4,322,2020-09-18
EL RENO,370,7,296,2020-09-18
PONCA CITY,369,10,276,2020-09-18
GLENPOOL,367,4,327,2020-09-18
BETHANY,362,5,312,2020-09-18
VINITA,345,1,112,2020-09-18
MUSTANG,327,2,269,2020-09-18
MCLOUD,309,1,282,2020-09-18
COWETA,309,13,270,2020-09-18
ANADARKO,306,5,261,2020-09-18
COLLINSVILLE,302,1,255,2020-09-18
OKMULGEE,301,3,256,2020-09-18
SKIATOOK,299,8,260,2020-09-18
CHOCTAW,290,3,225,2020-09-18
SALLISAW,290,3,224,2020-09-18
GROVE,276,17,230,2020-09-18
ADA,270,1,212,2020-09-18
BLANCHARD,263,1,205,2020-09-18
PURCELL,258,3,222,2020-09-18
CLINTON,257,0,206,2020-09-18
DUNCAN,242,3,174,2020-09-18
HENRYETTA,226,2,195,2020-09-18
WAGONER,219,5,182,2020-09-18
HUGO,217,2,185,2020-09-18
POTEAU,217,3,172,2020-09-18
ATOKA,206,0,146,2020-09-18
HEAVENER,203,6,173,2020-09-18
HOMINY,199,2,180,2020-09-18
NOBLE,195,2,161,2020-09-18
CUSHING,195,2,164,2020-09-18
HOLDENVILLE,192,3,163,2020-09-18
GUTHRIE,187,0,165,2020-09-18
MULDROW,179,3,152,2020-09-18
NEWCASTLE,176,3,147,2020-09-18
TUTTLE,173,4,141,2020-09-18
SEMINOLE,171,3,139,2020-09-18
MIDWEST CITY,167,6,140,2020-09-18
BRISTOW,163,6,140,2020-09-18
WEWOKA,161,1,138,2020-09-18
WARR ACRES,159,0,144,2020-09-18
WEATHERFORD,158,0,114,2020-09-18
PRYOR CREEK,157,4,135,2020-09-18
SPIRO,156,1,134,2020-09-18
ELK CITY,156,1,84,2020-09-18
EUFAULA,147,2,117,2020-09-18
HENNESSEY,143,2,136,2020-09-18
STIGLER,142,3,108,2020-09-18
TECUMSEH,139,0,102,2020-09-18
PAULS VALLEY,135,1,121,2020-09-18
HINTON,133,0,124,2020-09-18
CHECOTAH,132,2,113,2020-09-18
VIAN,130,3,102,2020-09-18
CLEVELAND,130,3,121,2020-09-18
JAY,128,1,116,2020-09-18
PIEDMONT,128,1,108,2020-09-18
SPENCER,120,1,100,2020-09-18
CATOOSA,120,0,105,2020-09-18
WOODWARD,118,0,90,2020-09-18
HARRAH,117,0,85,2020-09-18
MADILL,112,1,94,2020-09-18
LOCUST GROVE,112,0,94,2020-09-18
CHANDLER,112,9,91,2020-09-18
KINGFISHER,110,0,99,2020-09-18
HOOKER,109,0,103,2020-09-18
AFTON,107,0,98,2020-09-18
DEL CITY,103,0,83,2020-09-18
SPERRY,103,2,87,2020-09-18
FORT GIBSON,102,4,77,2020-09-18
CALERA,101,1,86,2020-09-18
MOUNDS,99,3,84,2020-09-18
MARIETTA,96,0,77,2020-09-18
WESTVILLE,94,2,79,2020-09-18
CHELSEA,93,0,79,2020-09-18
NICHOLS HILLS,93,0,79,2020-09-18
INOLA,93,3,82,2020-09-18
