Zip,Cases,Deaths,Recovered,ReportDate
74012,1298,17,1121,2020-09-03
73119,1031,11,917,2020-09-03
73942,947,7,889,2020-09-03
74133,906,5,804,2020-09-03
Other***,853,15,634,2020-09-03
74136,844,15,758,2020-09-03
73099,791,7,719,2020-09-03
73160,786,13,694,2020-09-03
73072,754,14,609,2020-09-03
73109,729,5,633,2020-09-03
74014,706,6,611,2020-09-03
73107,689,7,617,2020-09-03
74037,683,2,638,2020-09-03
74463,681,0,33,2020-09-03
73159,675,6,613,2020-09-03
73013,636,16,549,2020-09-03
73071,634,9,534,2020-09-03
74055,628,2,535,2020-09-03
73129,601,6,536,2020-09-03
74115,601,3,543,2020-09-03
74074,597,2,402,2020-09-03
74137,578,6,485,2020-09-03
74146,562,3,519,2020-09-03
74017,551,34,428,2020-09-03
73521,539,9,502,2020-09-03
73701,536,5,368,2020-09-03
73120,525,15,454,2020-09-03
73170,524,13,450,2020-09-03
74008,520,4,453,2020-09-03
74464,519,3,380,2020-09-03
74134,509,2,441,2020-09-03
73112,506,11,460,2020-09-03
73108,502,0,442,2020-09-03
73127,502,4,459,2020-09-03
73034,500,1,426,2020-09-03
73069,497,8,394,2020-09-03
74006,494,29,416,2020-09-03
74105,480,4,432,2020-09-03
74011,479,5,418,2020-09-03
74129,471,3,407,2020-09-03
73012,459,0,421,2020-09-03
74110,457,7,409,2020-09-03
73703,455,7,303,2020-09-03
74728,435,21,373,2020-09-03
74501,413,13,346,2020-09-03
73503,402,1,371,2020-09-03
73102,401,2,332,2020-09-03
73132,401,6,352,2020-09-03
73162,401,12,343,2020-09-03
74145,401,1,334,2020-09-03
74701,377,1,334,2020-09-03
73139,377,6,333,2020-09-03
74112,376,6,331,2020-09-03
74128,374,4,348,2020-09-03
74066,371,7,325,2020-09-03
74135,368,10,316,2020-09-03
73110,366,5,306,2020-09-03
74745,358,6,290,2020-09-03
73051,348,2,240,2020-09-03
73401,340,5,305,2020-09-03
74075,339,1,241,2020-09-03
74063,334,4,278,2020-09-03
73505,331,5,301,2020-09-03
74960,325,8,231,2020-09-03
74403,322,10,246,2020-09-03
74033,320,4,277,2020-09-03
73008,314,2,272,2020-09-03
74106,302,4,264,2020-09-03
74354,297,3,245,2020-09-03
73114,297,2,256,2020-09-03
73036,288,3,214,2020-09-03
74107,282,8,250,2020-09-03
73135,279,4,252,2020-09-03
74851,276,1,252,2020-09-03
74429,276,13,247,2020-09-03
73169,274,1,197,2020-09-03
74019,266,4,236,2020-09-03
73501,260,3,234,2020-09-03
73005,258,5,205,2020-09-03
73064,257,2,227,2020-09-03
73018,257,4,236,2020-09-03
74447,255,3,210,2020-09-03
73122,254,2,229,2020-09-03
74801,250,1,202,2020-09-03
74070,249,8,219,2020-09-03
73106,247,2,202,2020-09-03
74021,246,1,225,2020-09-03
73130,241,5,209,2020-09-03
74344,229,16,191,2020-09-03
74114,227,4,199,2020-09-03
74104,227,1,202,2020-09-03
73115,224,2,190,2020-09-03
73142,223,5,200,2020-09-03
73080,222,3,195,2020-09-03
73020,219,2,192,2020-09-03
74132,219,2,193,2020-09-03
74127,217,1,197,2020-09-03
74955,212,2,178,2020-09-03
74804,206,6,157,2020-09-03
73118,203,3,176,2020-09-03
74437,197,2,172,2020-09-03
74820,197,1,167,2020-09-03
73003,195,4,172,2020-09-03
74743,190,2,162,2020-09-03
73601,187,0,155,2020-09-03
73010,186,1,152,2020-09-03
74467,186,5,153,2020-09-03
74003,176,8,154,2020-09-03
74953,175,1,129,2020-09-03
74035,170,2,160,2020-09-03
73533,165,1,143,2020-09-03
73111,163,2,146,2020-09-03
74108,161,0,147,2020-09-03
74601,159,4,117,2020-09-03
74937,158,2,118,2020-09-03
74023,155,2,110,2020-09-03
74948,153,3,128,2020-09-03
73044,152,0,129,2020-09-03
74848,151,3,125,2020-09-03
74401,150,2,115,2020-09-03
73089,149,2,120,2020-09-03
73068,149,2,126,2020-09-03
73025,147,0,124,2020-09-03
74884,145,1,114,2020-09-03
73065,145,1,125,2020-09-03
74126,144,2,121,2020-09-03
73116,143,0,131,2020-09-03
73507,141,2,128,2020-09-03
74116,141,0,131,2020-09-03
74868,135,3,110,2020-09-03
74010,135,5,120,2020-09-03
74361,134,3,116,2020-09-03
73742,127,2,106,2020-09-03
73179,126,1,110,2020-09-03
73047,124,0,117,2020-09-03
74432,121,2,105,2020-09-03
74525,119,0,71,2020-09-03
74020,119,3,101,2020-09-03
73075,118,1,112,2020-09-03
74462,118,3,98,2020-09-03
73945,114,0,108,2020-09-03
73026,113,3,100,2020-09-03
74426,110,2,99,2020-09-03
74346,110,1,104,2020-09-03
73096,106,0,93,2020-09-03
74604,105,5,90,2020-09-03
74959,104,1,68,2020-09-03
74015,104,0,95,2020-09-03
73128,103,0,96,2020-09-03
73149,103,0,94,2020-09-03
74962,102,2,91,2020-09-03
74331,101,0,91,2020-09-03
73078,100,1,91,2020-09-03
73084,100,1,82,2020-09-03
74834,99,8,85,2020-09-03
74301,96,1,67,2020-09-03
73134,94,1,85,2020-09-03
73446,92,1,86,2020-09-03
74352,89,0,76,2020-09-03
73750,88,0,79,2020-09-03
74120,88,0,78,2020-09-03
74873,87,0,57,2020-09-03
74073,86,2,72,2020-09-03
74434,85,4,70,2020-09-03
73105,84,0,72,2020-09-03
73644,84,1,69,2020-09-03
73554,83,8,70,2020-09-03
74047,83,2,68,2020-09-03
73045,80,0,66,2020-09-03
74857,80,1,69,2020-09-03
74965,79,2,64,2020-09-03
74036,78,3,66,2020-09-03
74730,77,0,65,2020-09-03
73103,77,1,64,2020-09-03
74436,75,1,68,2020-09-03
74365,75,1,61,2020-09-03
74016,74,0,66,2020-09-03
74044,73,1,57,2020-09-03
73448,73,0,58,2020-09-03
74029,73,1,67,2020-09-03
74766,71,0,58,2020-09-03
73117,71,0,60,2020-09-03
74103,71,0,60,2020-09-03
73801,69,0,47,2020-09-03
74571,69,2,62,2020-09-03
74954,68,0,40,2020-09-03
74337,67,5,54,2020-09-03
73052,67,2,62,2020-09-03
74058,66,0,62,2020-09-03
74048,66,1,44,2020-09-03
73165,63,1,57,2020-09-03
74451,63,1,52,2020-09-03
74119,63,0,58,2020-09-03
73049,62,2,48,2020-09-03
74902,61,2,43,2020-09-03
74864,61,0,56,2020-09-03
74370,61,1,49,2020-09-03
74339,60,0,53,2020-09-03
73104,59,0,54,2020-09-03
74059,59,1,44,2020-09-03
73949,59,0,56,2020-09-03
74445,59,0,50,2020-09-03
74441,58,2,42,2020-09-03
74859,58,1,40,2020-09-03
74523,58,1,52,2020-09-03
74039,57,2,50,2020-09-03
73542,57,1,50,2020-09-03
74764,57,0,44,2020-09-03
74578,56,1,52,2020-09-03
74338,56,1,51,2020-09-03
73093,55,0,44,2020-09-03
74547,55,0,48,2020-09-03
74130,55,1,49,2020-09-03
73086,55,1,52,2020-09-03
74740,53,2,41,2020-09-03
74053,51,0,49,2020-09-03
74421,50,0,45,2020-09-03
73460,49,2,29,2020-09-03
74079,49,0,43,2020-09-03
73009,47,8,38,2020-09-03
74966,46,0,35,2020-09-03
73077,46,0,35,2020-09-03
73121,44,0,39,2020-09-03
73173,43,0,40,2020-09-03
74538,43,0,34,2020-09-03
74343,43,0,36,2020-09-03
74883,43,0,34,2020-09-03
74931,42,0,31,2020-09-03
73662,42,0,41,2020-09-03
74056,42,0,40,2020-09-03
74131,41,0,39,2020-09-03
73141,41,0,39,2020-09-03
73529,40,1,33,2020-09-03
73772,40,0,24,2020-09-03
73550,39,0,33,2020-09-03
73439,39,0,34,2020-09-03
73055,39,0,35,2020-09-03
73527,37,0,33,2020-09-03
74347,37,2,27,2020-09-03
73939,37,0,16,2020-09-03
74041,37,0,33,2020-09-03
73150,36,1,29,2020-09-03
73006,36,1,24,2020-09-03
74631,35,1,30,2020-09-03
74940,35,0,30,2020-09-03
73095,35,0,35,2020-09-03
73030,35,0,33,2020-09-03
73145,35,0,28,2020-09-03
73028,35,0,33,2020-09-03
74733,35,0,30,2020-09-03
73449,35,1,32,2020-09-03
73538,35,0,34,2020-09-03
74729,33,0,29,2020-09-03
73762,33,0,31,2020-09-03
74930,33,0,28,2020-09-03
74030,33,0,20,2020-09-03
74651,33,1,28,2020-09-03
74454,32,0,26,2020-09-03
74964,32,0,27,2020-09-03
73054,32,0,29,2020-09-03
74855,31,0,27,2020-09-03
74455,31,1,25,2020-09-03
74435,30,1,25,2020-09-03
74849,30,1,20,2020-09-03
74051,29,1,27,2020-09-03
74561,28,0,24,2020-09-03
73463,27,0,24,2020-09-03
73057,27,0,23,2020-09-03
74941,27,0,22,2020-09-03
74637,27,0,27,2020-09-03
74342,27,0,25,2020-09-03
73737,26,0,22,2020-09-03
74363,26,0,19,2020-09-03
73038,25,0,20,2020-09-03
74469,25,0,15,2020-09-03
73015,25,1,21,2020-09-03
74364,25,0,20,2020-09-03
73007,25,0,24,2020-09-03
73852,25,0,18,2020-09-03
73131,25,0,22,2020-09-03
74536,24,0,22,2020-09-03
74860,24,0,21,2020-09-03
74727,24,0,21,2020-09-03
74002,24,2,21,2020-09-03
74431,24,0,18,2020-09-03
73098,24,1,18,2020-09-03
74080,23,0,23,2020-09-03
74061,23,1,17,2020-09-03
73572,23,0,15,2020-09-03
74022,23,0,23,2020-09-03
74332,22,1,20,2020-09-03
73526,22,0,20,2020-09-03
73433,21,0,21,2020-09-03
74840,21,0,16,2020-09-03
73443,21,1,19,2020-09-03
74726,21,1,15,2020-09-03
74028,21,1,17,2020-09-03
73543,21,0,19,2020-09-03
74330,21,0,17,2020-09-03
73950,21,0,21,2020-09-03
74932,21,0,19,2020-09-03
74735,20,0,15,2020-09-03
74050,20,0,19,2020-09-03
73042,20,1,19,2020-09-03
74957,20,1,16,2020-09-03
73151,20,0,19,2020-09-03
73717,20,0,18,2020-09-03
74032,20,0,19,2020-09-03
74470,20,0,12,2020-09-03
74450,19,0,16,2020-09-03
74854,19,0,16,2020-09-03
74369,18,0,13,2020-09-03
74736,18,0,16,2020-09-03
73951,18,0,15,2020-09-03
74880,18,1,13,2020-09-03
74452,18,0,15,2020-09-03
73651,18,0,15,2020-09-03
73738,18,0,14,2020-09-03
73017,17,0,16,2020-09-03
73059,17,0,14,2020-09-03
74881,17,0,12,2020-09-03
73016,17,0,16,2020-09-03
74901,17,0,16,2020-09-03
74081,16,0,11,2020-09-03
74085,16,0,14,2020-09-03
74546,16,0,13,2020-09-03
74944,16,1,9,2020-09-03
73560,16,0,14,2020-09-03
74871,16,1,14,2020-09-03
74471,16,0,9,2020-09-03
74038,15,0,14,2020-09-03
74647,15,1,10,2020-09-03
74078,15,0,6,2020-09-03
73040,15,0,14,2020-09-03
74653,15,0,14,2020-09-03
74936,15,0,12,2020-09-03
73573,15,0,14,2020-09-03
74027,15,0,11,2020-09-03
73541,15,0,13,2020-09-03
73029,14,1,13,2020-09-03
73768,14,0,8,2020-09-03
73061,14,0,11,2020-09-03
73669,14,0,8,2020-09-03
74872,14,0,11,2020-09-03
73932,14,0,11,2020-09-03
73002,14,0,12,2020-09-03
73082,14,0,12,2020-09-03
73450,14,0,11,2020-09-03
73552,14,0,11,2020-09-03
74825,14,1,13,2020-09-03
74731,13,0,10,2020-09-03
73933,13,0,13,2020-09-03
73456,13,0,10,2020-09-03
74554,13,1,10,2020-09-03
74563,13,0,12,2020-09-03
74963,13,0,10,2020-09-03
74826,13,0,13,2020-09-03
74553,13,1,12,2020-09-03
73773,13,0,10,2020-09-03
73453,13,0,12,2020-09-03
73568,13,2,9,2020-09-03
73074,13,0,9,2020-09-03
73432,13,0,8,2020-09-03
74956,12,0,11,2020-09-03
74574,12,0,12,2020-09-03
74852,12,0,9,2020-09-03
74951,12,1,9,2020-09-03
73459,12,1,8,2020-09-03
73663,12,0,11,2020-09-03
73430,12,0,3,2020-09-03
73620,12,0,8,2020-09-03
73632,12,0,7,2020-09-03
73624,12,0,11,2020-09-03
74720,11,0,7,2020-09-03
73570,11,0,11,2020-09-03
74358,11,0,10,2020-09-03
74865,11,0,9,2020-09-03
74533,11,0,7,2020-09-03
73741,11,0,7,2020-09-03
73048,11,0,8,2020-09-03
74641,11,1,10,2020-09-03
74867,11,0,8,2020-09-03
73566,11,0,9,2020-09-03
74552,10,0,6,2020-09-03
74734,10,0,9,2020-09-03
74723,10,0,10,2020-09-03
73628,10,1,7,2020-09-03
73062,10,1,8,2020-09-03
73759,10,0,6,2020-09-03
74565,10,0,10,2020-09-03
73053,10,2,7,2020-09-03
74425,10,0,9,2020-09-03
74054,10,0,8,2020-09-03
74333,10,0,3,2020-09-03
73724,10,1,7,2020-09-03
73004,10,0,10,2020-09-03
74072,10,0,9,2020-09-03
73447,9,0,9,2020-09-03
74062,9,0,9,2020-09-03
74878,9,0,8,2020-09-03
73565,9,0,8,2020-09-03
74832,9,0,9,2020-09-03
74349,9,0,9,2020-09-03
73834,9,0,8,2020-09-03
74460,9,0,6,2020-09-03
74366,9,0,6,2020-09-03
73438,9,0,6,2020-09-03
73848,9,0,9,2020-09-03
74738,9,0,8,2020-09-03
73014,8,0,7,2020-09-03
74052,8,1,3,2020-09-03
73754,8,0,7,2020-09-03
74423,8,0,8,2020-09-03
74939,8,0,7,2020-09-03
74350,8,0,7,2020-09-03
74556,8,0,7,2020-09-03
74741,8,0,8,2020-09-03
74829,8,1,6,2020-09-03
73079,8,0,8,2020-09-03
74340,7,0,7,2020-09-03
74472,7,0,6,2020-09-03
74833,7,0,7,2020-09-03
74430,7,0,7,2020-09-03
74724,7,0,7,2020-09-03
74827,7,1,5,2020-09-03
74824,7,1,5,2020-09-03
74422,7,0,5,2020-09-03
74633,7,0,6,2020-09-03
73067,7,0,7,2020-09-03
73092,7,0,7,2020-09-03
74060,7,0,7,2020-09-03
74759,7,0,7,2020-09-03
74562,7,0,4,2020-09-03
