Zip,Cases,Deaths,Recovered,ReportDate
73942,835,7,823,2020-07-22
74136,547,13,485,2020-07-22
74012,517,12,406,2020-07-22
74037,496,0,465,2020-07-22
74133,457,5,364,2020-07-22
73119,436,9,305,2020-07-22
73160,426,10,336,2020-07-22
73072,402,12,316,2020-07-22
73099,382,2,311,2020-07-22
73107,372,3,279,2020-07-22
73013,362,12,293,2020-07-22
74728,336,14,261,2020-07-22
73159,333,2,256,2020-07-22
73109,313,2,223,2020-07-22
74006,311,29,264,2020-07-22
74137,308,5,261,2020-07-22
73012,298,0,263,2020-07-22
73071,295,5,235,2020-07-22
73112,293,8,233,2020-07-22
74014,287,3,221,2020-07-22
74146,284,2,244,2020-07-22
73120,280,10,228,2020-07-22
73129,279,1,211,2020-07-22
Other***,274,6,199,2020-07-22
74115,273,2,216,2020-07-22
74074,258,1,235,2020-07-22
73170,254,8,206,2020-07-22
74055,253,2,196,2020-07-22
73127,252,0,193,2020-07-22
74110,242,2,204,2020-07-22
73034,241,1,204,2020-07-22
74745,237,2,185,2020-07-22
73108,230,0,161,2020-07-22
74129,230,1,176,2020-07-22
74105,228,4,184,2020-07-22
74008,219,2,172,2020-07-22
73521,207,3,88,2020-07-22
74011,206,4,165,2020-07-22
73501,201,2,184,2020-07-22
74134,198,1,157,2020-07-22
73069,196,5,148,2020-07-22
73139,193,5,125,2020-07-22
74128,191,3,164,2020-07-22
73132,190,1,140,2020-07-22
74033,190,0,161,2020-07-22
73401,188,2,158,2020-07-22
74135,187,7,146,2020-07-22
74145,184,0,151,2020-07-22
73018,183,4,148,2020-07-22
73162,182,3,131,2020-07-22
74075,176,0,154,2020-07-22
73505,175,4,146,2020-07-22
73110,172,1,126,2020-07-22
74017,168,5,96,2020-07-22
74112,168,4,118,2020-07-22
74701,162,0,113,2020-07-22
73008,159,1,129,2020-07-22
74066,150,3,106,2020-07-22
74106,146,3,121,2020-07-22
74403,146,10,94,2020-07-22
74344,142,15,112,2020-07-22
73122,141,2,107,2020-07-22
74354,141,2,106,2020-07-22
74070,140,7,119,2020-07-22
73114,138,0,112,2020-07-22
74107,135,5,106,2020-07-22
74063,134,2,99,2020-07-22
74464,133,1,97,2020-07-22
74132,133,0,118,2020-07-22
74429,133,13,99,2020-07-22
73080,131,3,112,2020-07-22
73135,130,2,99,2020-07-22
74743,125,1,109,2020-07-22
73142,123,5,100,2020-07-22
74960,122,4,76,2020-07-22
73064,121,1,103,2020-07-22
74019,119,3,97,2020-07-22
74021,117,1,93,2020-07-22
73106,113,0,91,2020-07-22
73115,112,2,84,2020-07-22
73036,111,1,82,2020-07-22
73130,111,2,86,2020-07-22
73003,109,1,81,2020-07-22
73118,108,2,84,2020-07-22
74104,106,1,86,2020-07-22
73020,105,2,77,2020-07-22
73945,104,0,104,2020-07-22
74114,104,3,75,2020-07-22
74003,100,8,87,2020-07-22
74127,99,1,82,2020-07-22
74447,98,0,57,2020-07-22
73169,97,1,92,2020-07-22
73503,96,1,81,2020-07-22
73010,94,0,82,2020-07-22
74801,91,1,64,2020-07-22
73047,90,0,88,2020-07-22
73116,90,0,85,2020-07-22
74820,88,0,64,2020-07-22
73701,86,2,60,2020-07-22
73703,84,0,58,2020-07-22
74467,83,4,64,2020-07-22
73111,82,2,69,2020-07-22
73533,77,0,64,2020-07-22
74116,77,0,68,2020-07-22
74601,77,3,62,2020-07-22
73044,77,0,59,2020-07-22
74108,75,0,56,2020-07-22
74346,74,1,62,2020-07-22
73025,72,0,63,2020-07-22
73507,71,2,56,2020-07-22
73075,71,1,61,2020-07-22
73089,71,1,55,2020-07-22
73065,71,1,60,2020-07-22
73554,70,7,58,2020-07-22
74437,70,0,50,2020-07-22
74804,66,4,43,2020-07-22
74126,66,0,55,2020-07-22
73179,65,0,50,2020-07-22
74501,63,3,49,2020-07-22
74604,62,4,49,2020-07-22
73068,62,1,48,2020-07-22
73096,62,0,52,2020-07-22
74361,60,1,39,2020-07-22
74401,60,2,39,2020-07-22
73078,56,0,44,2020-07-22
74426,55,1,48,2020-07-22
73134,55,1,49,2020-07-22
73601,55,0,35,2020-07-22
73128,53,0,39,2020-07-22
