City,Cases,Deaths,Recovered,ReportDate
OKLAHOMA CITY,31754,249,26756,2020-12-03
TULSA,21305,189,18735,2020-12-03
EDMOND,7752,49,6519,2020-12-03
BROKEN ARROW,7039,62,5990,2020-12-03
NORMAN,6877,73,5931,2020-12-03
OTHER***,4202,25,3648,2020-12-03
YUKON,3825,13,3282,2020-12-03
ENID,3705,35,3169,2020-12-03
LAWTON,3447,28,2818,2020-12-03
STILLWATER,3402,10,3109,2020-12-03
MOORE,2765,21,2280,2020-12-03
CLAREMORE,2642,56,2219,2020-12-03
SHAWNEE,2284,20,1913,2020-12-03
OWASSO,2168,6,1846,2020-12-03
MUSKOGEE,2114,26,1643,2020-12-03
GUYMON,1865,13,1714,2020-12-03
TAHLEQUAH,1736,6,1440,2020-12-03
DURANT,1728,12,1503,2020-12-03
BARTLESVILLE,1718,43,1500,2020-12-03
ADA,1711,10,1439,2020-12-03
ALTUS,1655,32,1447,2020-12-03
BIXBY,1465,8,1265,2020-12-03
PONCA CITY,1449,13,1169,2020-12-03
JENKS,1395,11,1246,2020-12-03
MCALESTER,1390,19,1268,2020-12-03
ARDMORE,1379,11,1147,2020-12-03
EL RENO,1378,9,1225,2020-12-03
SAND SPRINGS,1363,11,1142,2020-12-03
SAPULPA,1315,22,1116,2020-12-03
TAFT,1314,2,1268,2020-12-03
CHICKASHA,1263,14,1083,2020-12-03
MUSTANG,1215,8,1050,2020-12-03
DUNCAN,1168,11,917,2020-12-03
CLINTON,1057,7,886,2020-12-03
MIAMI,1056,16,940,2020-12-03
BETHANY,1026,7,855,2020-12-03
CHOCTAW,1015,9,846,2020-12-03
BLANCHARD,1009,3,862,2020-12-03
GUTHRIE,966,0,750,2020-12-03
FORT SUPPLY,910,2,900,2020-12-03
COLLINSVILLE,906,4,775,2020-12-03
WOODWARD,872,4,724,2020-12-03
STILWELL,858,11,679,2020-12-03
WEATHERFORD,851,8,700,2020-12-03
BROKEN BOW,851,26,753,2020-12-03
IDABEL,815,12,746,2020-12-03
ELK CITY,806,7,678,2020-12-03
VINITA,800,2,702,2020-12-03
COWETA,774,15,665,2020-12-03
SALLISAW,764,4,681,2020-12-03
POTEAU,760,6,660,2020-12-03
GROVE,748,29,633,2020-12-03
GLENPOOL,742,7,650,2020-12-03
LEXINGTON,741,7,650,2020-12-03
PURCELL,741,8,639,2020-12-03
OKMULGEE,739,10,614,2020-12-03
SKIATOOK,738,8,644,2020-12-03
ATOKA,713,0,635,2020-12-03
ANADARKO,704,13,564,2020-12-03
SEMINOLE,678,7,599,2020-12-03
TUTTLE,663,5,568,2020-12-03
NEWCASTLE,624,4,554,2020-12-03
PRYOR CREEK,609,10,505,2020-12-03
MCLOUD,593,1,521,2020-12-03
HOMINY,561,2,539,2020-12-03
PAULS VALLEY,549,5,487,2020-12-03
TECUMSEH,544,1,462,2020-12-03
HENRYETTA,538,9,475,2020-12-03
BOLEY,533,7,425,2020-12-03
NOBLE,527,6,433,2020-12-03
MADILL,526,2,455,2020-12-03
SAYRE,523,10,483,2020-12-03
ALVA,515,1,387,2020-12-03
WAGONER,514,7,434,2020-12-03
PIEDMONT,514,4,449,2020-12-03
CUSHING,497,4,432,2020-12-03
HUGO,477,4,415,2020-12-03
JAY,460,2,403,2020-12-03
HARRAH,448,5,377,2020-12-03
SULPHUR,436,5,358,2020-12-03
MARIETTA,434,0,385,2020-12-03
STIGLER,409,6,366,2020-12-03
MARLOW,408,3,308,2020-12-03
CHECOTAH,407,6,357,2020-12-03
HOLDENVILLE,402,4,366,2020-12-03
EUFAULA,400,7,340,2020-12-03
MULDROW,399,3,358,2020-12-03
BRISTOW,387,11,326,2020-12-03
FORT GIBSON,379,5,319,2020-12-03
KINGFISHER,375,1,331,2020-12-03
LINDSAY,361,3,325,2020-12-03
HEAVENER,349,8,323,2020-12-03
FAIRVIEW,343,2,249,2020-12-03
CALERA,340,1,292,2020-12-03
SPIRO,339,1,316,2020-12-03
CATOOSA,336,3,286,2020-12-03
CHANDLER,333,10,270,2020-12-03
WEWOKA,332,2,290,2020-12-03
WARR ACRES,327,1,287,2020-12-03
LOCUST GROVE,325,0,279,2020-12-03
OKEMAH,310,3,266,2020-12-03
HENNESSEY,307,2,278,2020-12-03
MIDWEST CITY,307,9,263,2020-12-03
HINTON,303,0,272,2020-12-03
SPENCER,303,3,246,2020-12-03
ELGIN,300,2,238,2020-12-03
AFTON,296,2,262,2020-12-03
CACHE,288,1,220,2020-12-03
CLEVELAND,282,5,251,2020-12-03
MANNFORD,277,4,241,2020-12-03
SALINA,276,2,211,2020-12-03
VIAN,276,3,248,2020-12-03
MOUNDS,273,6,236,2020-12-03
PRAGUE,270,1,251,2020-12-03
DEL CITY,264,0,211,2020-12-03
TISHOMINGO,262,3,226,2020-12-03
CHELSEA,262,3,239,2020-12-03
KINGSTON,261,2,221,2020-12-03
JONES,260,2,199,2020-12-03
MEEKER,259,12,211,2020-12-03
NOWATA,258,4,223,2020-12-03
SPERRY,256,2,227,2020-12-03
COALGATE,252,2,213,2020-12-03
INOLA,241,3,204,2020-12-03
FREDERICK,238,6,191,2020-12-03
WYNNEWOOD,236,2,201,2020-12-03
WASHINGTON,235,0,206,2020-12-03
PAWHUSKA,235,2,192,2020-12-03
HELENA,233,1,166,2020-12-03
ANTLERS,233,6,209,2020-12-03
PERKINS,230,3,189,2020-12-03
BLACKWELL,230,4,187,2020-12-03
CARNEGIE,229,5,172,2020-12-03
HULBERT,225,2,180,2020-12-03
CHOUTEAU,225,6,185,2020-12-03
WESTVILLE,221,2,189,2020-12-03
STRATFORD,216,0,197,2020-12-03
DEWEY,213,1,189,2020-12-03
OOLOGAH,211,1,180,2020-12-03
HOOKER,210,0,184,2020-12-03
DAVIS,208,0,181,2020-12-03
PAWNEE,206,1,175,2020-12-03
MANGUM,203,8,167,2020-12-03
NICHOLS HILLS,202,0,177,2020-12-03
ROLAND,202,1,193,2020-12-03
HASKELL,200,1,174,2020-12-03
MORRIS,199,0,182,2020-12-03
PERRY,199,2,162,2020-12-03
POCOLA,197,3,172,2020-12-03
APACHE,192,2,146,2020-12-03
COMANCHE,190,4,149,2020-12-03
VALLIANT,187,3,160,2020-12-03
STROUD,179,1,148,2020-12-03
TALIHINA,179,6,166,2020-12-03
WISTER,178,1,158,2020-12-03
BEGGS,177,3,153,2020-12-03
COLCORD,171,1,150,2020-12-03
KANSAS,168,4,140,2020-12-03
NEWKIRK,168,1,146,2020-12-03
CADDO,167,1,148,2020-12-03
WATONGA,166,0,140,2020-12-03
KONAWA,165,2,132,2020-12-03
MEAD,165,1,142,2020-12-03
WALTERS,164,2,130,2020-12-03
HOBART,162,3,121,2020-12-03
BILLINGS,160,1,128,2020-12-03
COMMERCE,160,2,129,2020-12-03
WYANDOTTE,158,1,142,2020-12-03
GORE,157,3,139,2020-12-03
LUTHER,155,3,132,2020-12-03
COLBERT,155,6,131,2020-12-03
WILBURTON,152,2,138,2020-12-03
LONE GROVE,149,1,119,2020-12-03
NEW CORDELL,148,0,122,2020-12-03
MINCO,146,0,123,2020-12-03
HOWE,146,0,135,2020-12-03
FAIRLAND,144,1,133,2020-12-03
BOKCHITO,143,1,129,2020-12-03
HAWORTH,137,2,119,2020-12-03
BLAIR,137,0,108,2020-12-03
ELMORE CITY,137,2,115,2020-12-03
MAYSVILLE,134,4,114,2020-12-03
HARTSHORNE,132,0,119,2020-12-03
OKARCHE,131,4,110,2020-12-03
TONKAWA,131,6,113,2020-12-03
KEOTA,129,0,120,2020-12-03
QUAPAW,129,2,102,2020-12-03
FLETCHER,127,1,95,2020-12-03
KIEFER,126,0,111,2020-12-03
WELLSTON,125,0,103,2020-12-03
WILSON,124,0,101,2020-12-03
ARCADIA,124,0,106,2020-12-03
LAVERNE,122,0,93,2020-12-03
WRIGHT CITY,121,0,99,2020-12-03
KELLYVILLE,121,2,102,2020-12-03
BINGER,120,9,97,2020-12-03
TEXHOMA,120,0,102,2020-12-03
FORT COBB,120,0,106,2020-12-03
BEAVER,119,1,87,2020-12-03
PORUM,119,1,105,2020-12-03
WARNER,118,0,95,2020-12-03
PORTER,118,1,96,2020-12-03
HYDRO,117,1,92,2020-12-03
WAYNE,116,1,101,2020-12-03
GOODWELL,116,0,105,2020-12-03
SHATTUCK,113,0,84,2020-12-03
BARNSDALL,113,2,102,2020-12-03
DRUMRIGHT,112,2,92,2020-12-03
PADEN,111,0,99,2020-12-03
STONEWALL,111,1,94,2020-12-03
HOLLIS,111,0,88,2020-12-03
EARLSBORO,109,0,91,2020-12-03
TALALA,107,1,85,2020-12-03
RED ROCK,106,1,91,2020-12-03
CRESCENT,105,1,85,2020-12-03
RUSH SPRINGS,105,0,80,2020-12-03
ADAIR,105,0,84,2020-12-03
CAMERON,103,0,94,2020-12-03
CASHION,102,0,79,2020-12-03
MOORELAND,102,1,84,2020-12-03
CYRIL,101,1,75,2020-12-03
ALLEN,100,2,81,2020-12-03
CEMENT,94,0,73,2020-12-03
ROFF,94,1,73,2020-12-03
WAURIKA,93,0,76,2020-12-03
PAOLI,93,1,77,2020-12-03
QUINTON,93,0,74,2020-12-03
BUFFALO,92,2,63,2020-12-03
BOSWELL,88,0,75,2020-12-03
INDIAHOMA,88,1,69,2020-12-03
WATTS,87,0,81,2020-12-03
BOKOSHE,87,0,79,2020-12-03
YALE,87,3,68,2020-12-03
WETUMKA,87,1,78,2020-12-03
GEARY,86,0,64,2020-12-03
ALEX,86,1,77,2020-12-03
THOMAS,85,0,71,2020-12-03
NINNEKAH,85,1,72,2020-12-03
ARAPAHO,84,1,65,2020-12-03
WELEETKA,83,3,69,2020-12-03
WAUKOMIS,83,0,69,2020-12-03
GLENCOE,82,1,61,2020-12-03
SNYDER,82,2,55,2020-12-03
BIG CABIN,81,2,69,2020-12-03
GERONIMO,80,0,61,2020-12-03
BENNINGTON,79,1,71,2020-12-03
PANAMA,78,1,68,2020-12-03
RINGLING,77,1,61,2020-12-03
FORT TOWSON,76,0,70,2020-12-03
RINGWOOD,76,0,64,2020-12-03
HAMMON,73,1,50,2020-12-03
LEEDEY,72,1,53,2020-12-03
WEBBERS FALLS,72,0,61,2020-12-03
POND CREEK,71,0,66,2020-12-03
JENNINGS,71,1,60,2020-12-03
SHADY POINT,70,0,61,2020-12-03
FAIRFAX,70,0,49,2020-12-03
CANUTE,70,0,47,2020-12-03
WELCH,70,1,60,2020-12-03
OKEENE,69,0,57,2020-12-03
SEILING,69,0,53,2020-12-03
LAHOMA,69,3,48,2020-12-03
CHEROKEE,68,0,56,2020-12-03
TYRONE,68,0,57,2020-12-03
OCHELATA,68,1,55,2020-12-03
CALUMET,67,0,61,2020-12-03
THACKERVILLE,67,0,57,2020-12-03
GRANITE,67,0,52,2020-12-03
HEALDTON,66,2,42,2020-12-03
OKTAHA,66,0,54,2020-12-03
BLUEJACKET,65,1,58,2020-12-03
MORRISON,65,0,56,2020-12-03
CANTON,65,2,46,2020-12-03
MAUD,65,0,57,2020-12-03
RAMONA,64,2,53,2020-12-03
CHEYENNE,63,1,50,2020-12-03
COPAN,62,1,54,2020-12-03
GARBER,62,0,61,2020-12-03
MOUNTAIN VIEW,61,1,46,2020-12-03
GRACEMONT,61,1,38,2020-12-03
